network,type,Top,Bas,Int,Can,Herb,Omn,Loop,ChLen,ChSD,ChNum,TL,MxSim,VulSD,GenSD,LinkSD,Path,Clust,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.096618357,0.009661836,0.893719807,0.06763285,0.009661836,0.966183575,0.84057971,1.9,0.378932373,1.602059991,7.048566108,0.790666507,0.347665147,0.291541204,0.318456828,2.382810564,0.174529707,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.024154589,0.009661836,0.966183575,0.057971014,0.009661836,0.961352657,0.93236715,1.9,0.316227766,1,8.497790714,0.615188363,0.284519911,0.290035689,0.311378961,2.360609848,0.20135032,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.31884058,0.009661836,0.671497585,0.019323671,0.019323671,0.961352657,0.618357488,1.757575758,0.447575523,2.120573931,5.612425668,0.600303971,0.467188181,0.289279271,0.364051027,2.276432369,0.195212259,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.198067633,0.014492754,0.787439614,0.038647343,0.019323671,0.946859903,0.714975845,1.795081967,0.425208254,2.086359831,6.759025218,0.630822404,0.351920758,0.283034071,0.324536993,2.155147554,0.220686219,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.014492754,0.985507246,0.096618357,0.014492754,0.937198068,0.90821256,NaN,NaN,,7.266523414,0.520468405,0.278875504,0.301757349,0.352593968,2.280772387,0.23215037,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.09178744,0.009661836,0.898550725,0.072463768,0.009661836,0.961352657,0.821256039,1.921052632,0.273276313,1.579783597,7.18206978,0.550355103,0.324307732,0.276463763,0.3116383,2.246969825,0.210145085,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.062801932,0.024154589,0.913043478,0.038647343,0.014492754,0.951690821,0.869565217,1.830769231,0.453087697,1.812913357,5.980683767,0.706821583,0.343381998,0.292654088,0.341274814,2.401200961,0.17320468,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.004830918,0.004830918,0.990338164,0.014492754,0.009661836,0.966183575,0.956521739,2,NaN,0,8.149494497,0.613931767,0.407684866,0.27835014,0.311007378,2.574678174,0.146745146,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.188405797,0.009661836,0.801932367,0.048309179,0.014492754,0.966183575,0.743961353,1.897435897,0.305352408,1.892094603,6.261833588,0.729875075,0.402773738,0.28738909,0.316413317,2.588326366,0.229708846,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.173913043,0.019323671,0.806763285,0.062801932,0.009661836,0.971014493,0.710144928,1.798611111,0.451568535,2.158362492,5.326211011,0.675748704,0.379446872,0.292698024,0.326674519,2.35602494,0.213152889,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.149758454,0.014492754,0.835748792,0.038647343,0.014492754,0.971014493,0.816425121,1.924731183,0.471734983,1.968482949,7.993882299,0.543451715,0.371552164,0.289582913,0.37410524,2.337957304,0.23349042,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.014492754,0.009661836,0.975845411,0.096618357,0.019323671,0.946859903,0.888888889,2.166666667,0.40824829,0.77815125,7.722790843,0.655544061,0.252492356,0.279944589,0.312759481,2.177386028,0.250047672,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.207729469,0.004830918,0.787439614,0.048309179,0.009661836,0.971014493,0.671497585,2.11627907,0.625235282,1.633468456,6.990398138,0.496270739,0.469898771,0.257511537,0.344024541,2.416297997,0.238220625,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.144927536,0.019323671,0.835748792,0.06763285,0.014492754,0.961352657,0.806763285,1.808333333,0.435713138,2.079181246,5.931633809,0.687096814,0.367548071,0.303596839,0.307278369,2.480949514,0.227298739,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.120772947,0.019323671,0.859903382,0.072463768,0.024154589,0.942028986,0.768115942,1.87,0.46395315,2,5.973232443,0.705313183,0.326110689,0.284847499,0.321885327,2.230892905,0.236137167,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.009661836,0.014492754,0.975845411,0.086956522,0.009661836,0.951690821,0.917874396,2.333333333,0.816496581,0.77815125,8.455695391,0.61225544,0.228135516,0.301064151,0.311135912,2.254274697,0.212746224,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.014492754,0.985507246,0.057971014,0.014492754,0.937198068,0.922705314,NaN,NaN,,8.092202289,0.608477878,0.192498136,0.292310004,0.294832779,2.214726097,0.192235762,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.09178744,0.009661836,0.898550725,0.033816425,0.014492754,0.961352657,0.811594203,1.868421053,0.342569987,1.579783597,6.661275933,0.758462417,0.347427312,0.283862922,0.318881189,2.258022303,0.198077309,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.06763285,0.009661836,0.922705314,0.072463768,0.028985507,0.917874396,0.830917874,1.821428571,0.390021028,1.447158031,6.39766755,0.623312929,0.272733512,0.313562407,0.327874855,2.295886604,0.183436931,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.019323671,0.980676329,0.072463768,0.009661836,0.951690821,0.951690821,NaN,NaN,,8.405676069,0.699882337,0.255157295,0.296215727,0.304502028,2.319139026,0.20543403,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.22705314,0.014492754,0.758454106,0.019323671,0.014492754,0.956521739,0.695652174,1.872340426,0.504990295,2.149219113,5.955690385,0.66762056,0.405865838,0.285253086,0.321109176,2.255443859,0.130879233,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.014492754,0.985507246,0.057971014,0.014492754,0.956521739,0.946859903,NaN,NaN,,7.586120003,0.714190245,0.255847807,0.294541785,0.313394926,2.251003967,0.203384368,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.164251208,0.004830918,0.830917874,0.028985507,0.009661836,0.946859903,0.77294686,1.941176471,0.600059415,1.531478917,7.744757227,0.598882311,0.354771524,0.297794037,0.341605516,2.334603023,0.228209078,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.048309179,0.014492754,0.937198068,0.019323671,0.004830918,0.971014493,0.879227053,1.666666667,0.479463301,1.477121255,5.711228567,0.526925593,0.368255087,0.290073532,0.304865129,2.444817025,0.166093746,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.154589372,0.009661836,0.835748792,0.06763285,0.014492754,0.961352657,0.763285024,1.859375,0.466911075,1.806179974,6.526626483,0.742902948,0.368329087,0.275388821,0.295523903,2.403097744,0.196928935,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.154589372,0.009661836,0.835748792,0.033816425,0.004830918,0.975845411,0.768115942,1.765625,0.462642085,1.806179974,6.821004957,0.691211485,0.371558406,0.297348277,0.298113957,2.344130767,0.225017903,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.014492754,0.985507246,0.072463768,0.028985507,0.942028986,0.913043478,NaN,NaN,,7.375860207,0.615389388,0.245774523,0.2893031,0.318483831,2.251027756,0.194406209,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.028985507,0.971014493,0.06763285,0.014492754,0.951690821,0.93236715,NaN,NaN,,7.467882574,0.662527994,0.287161021,0.278592014,0.331962919,2.261877955,0.178085293,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.280193237,0.009661836,0.710144928,0.048309179,0.009661836,0.975845411,0.628019324,1.793103448,0.427678087,2.064457989,5.706214164,0.460515402,0.463233399,0.268294134,0.367962479,2.267968694,0.21424905,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.004830918,0.995169082,0.09178744,0.014492754,0.961352657,0.951690821,NaN,NaN,,8.104435119,0.731305992,0.251407384,0.298298567,0.290298865,2.455688447,0.203035103,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.309178744,0.014492754,0.676328502,0.053140097,0.004830918,0.980676329,0.555555556,1.739583333,0.48527623,2.283301229,5.074144588,0.444798654,0.502040167,0.303389493,0.392802544,2.361311685,0.205592898,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.004830918,0.995169082,0.077294686,0.019323671,0.951690821,0.903381643,NaN,NaN,,7.952483342,0.53143149,0.241506041,0.322110168,0.342658294,2.239792762,0.192454349,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.009661836,0.990338164,0.072463768,0.014492754,0.937198068,0.893719807,NaN,NaN,,7.38046303,0.552943352,0.213677015,0.308982112,0.320921136,2.193273589,0.191713779,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.053140097,0.019323671,0.927536232,0.06763285,0.019323671,0.942028986,0.884057971,1.977272727,0.628347273,1.643452676,6.996212105,0.578166733,0.333625924,0.282560192,0.330206644,2.354441027,0.214434219,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.198067633,0.019323671,0.782608696,0.057971014,0.028985507,0.946859903,0.719806763,1.87804878,0.395999749,2.214843848,5.809094308,0.698756647,0.409019046,0.277532047,0.352726239,2.210011398,0.238261499,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.033816425,0.009661836,0.956521739,0.077294686,0.014492754,0.966183575,0.93236715,1.928571429,0.267261242,1.146128036,9.892469846,0.510780047,0.336952066,0.296933643,0.324762833,2.464532094,0.202983053,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.014492754,0.985507246,0.062801932,0.019323671,0.942028986,0.93236715,NaN,NaN,,7.664306782,0.556664966,0.195228777,0.312263038,0.322037526,2.350616543,0.185461911,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.033816425,0.966183575,0.062801932,0.009661836,0.946859903,0.942028986,NaN,NaN,,6.954736048,0.648502372,0.270177228,0.299710455,0.332434316,2.339524977,0.214833142,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.231884058,0.009661836,0.758454106,0.057971014,0.014492754,0.966183575,0.68115942,1.75,0.43528575,1.982271233,5.612399234,0.395915482,0.480494926,0.268352444,0.372838642,2.466117584,0.222078738,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.125603865,0.009661836,0.8647343,0.077294686,0.019323671,0.946859903,0.811594203,1.846153846,0.414663359,1.716003344,6.876623175,0.476900517,0.356120978,0.291833987,0.301249761,2.381431257,0.201630128,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.241545894,0.024154589,0.734299517,0.043478261,0.009661836,0.956521739,0.628019324,1.804,0.445395903,2.397940009,4.995003912,0.736061879,0.419120196,0.288705127,0.315416922,2.350823412,0.222237247,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.004830918,0.004830918,0.990338164,0.101449275,0.019323671,0.966183575,0.942028986,2,NaN,0,7.95308462,0.569320724,0.247317379,0.295447548,0.303081102,2.29381775,0.201371355,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.004830918,0.995169082,0.09178744,0.009661836,0.942028986,0.942028986,NaN,NaN,,10.69479185,0.592065065,0.233690376,0.2889272,0.312759316,2.283935644,0.200987183,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.22705314,0.014492754,0.758454106,0.024154589,0.014492754,0.966183575,0.734299517,1.85106383,0.477136851,2.149219113,6.267800555,0.757752105,0.438120024,0.293728262,0.335188305,2.477612409,0.198070705,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.06763285,0.019323671,0.913043478,0.077294686,0.014492754,0.951690821,0.84057971,1.910714286,0.580807767,1.748188027,5.695681052,0.628894832,0.298109512,0.313752423,0.280962094,2.401854246,0.20796257,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.004830918,0.995169082,0.062801932,0.009661836,0.966183575,0.961352657,NaN,NaN,,8.477891716,0.713398774,0.246396459,0.297380992,0.278344271,2.425763715,0.207444859,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.333333333,0.004830918,0.661835749,0.033816425,0.014492754,0.975845411,0.618357488,1.695652174,0.463501628,1.838849091,6.84054907,0.654227621,0.493233597,0.259376711,0.364896595,2.358531879,0.237301426,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.130434783,0.014492754,0.855072464,0.096618357,0.019323671,0.961352657,0.801932367,1.839506173,0.401770772,1.908485019,6.445363597,0.602894102,0.357980183,0.291793105,0.325249223,2.396312833,0.281523319,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.222222222,0.009661836,0.768115942,0.024154589,0.019323671,0.961352657,0.714975845,1.826086957,0.381111609,1.963787827,6.772484038,0.668744516,0.400202336,0.268787838,0.318515703,2.333043702,0.192230473,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.183574879,0.009661836,0.806763285,0.072463768,0.019323671,0.961352657,0.748792271,1.921052632,0.483408948,1.880813592,6.560172916,0.610405471,0.377720492,0.255694113,0.321879571,2.396748466,0.235365896,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.014492754,0.985507246,0.06763285,0.014492754,0.951690821,0.93236715,NaN,NaN,,8.361627494,0.712818197,0.247289181,0.290658415,0.298437787,2.23114057,0.215531305,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.062801932,0.009661836,0.927536232,0.062801932,0.014492754,0.961352657,0.850241546,1.846153846,0.367946484,1.414973348,6.21939409,0.698846036,0.34210407,0.296086391,0.327888596,2.30900283,0.196807992,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.183574879,0.014492754,0.801932367,0.043478261,0.009661836,0.971014493,0.77294686,1.807017544,0.418111917,2.056904851,7.201058204,0.599021984,0.440967465,0.27564009,0.343286365,2.404458694,0.209082457,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.019323671,0.980676329,0.072463768,0.033816425,0.927536232,0.903381643,NaN,NaN,,7.502564954,0.493299678,0.202463148,0.294920865,0.29351144,2.19044057,0.198247509,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.009661836,0.990338164,0.09178744,0.014492754,0.961352657,0.956521739,NaN,NaN,,8.629805965,0.668117845,0.260550431,0.274394746,0.300641298,2.310701395,0.225637351,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.193236715,0.009661836,0.797101449,0.06763285,0.014492754,0.975845411,0.753623188,1.575,0.497461913,1.903089987,5.685342627,0.452818774,0.467534608,0.2925055,0.352391832,2.620900569,0.214263879,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.202898551,0.014492754,0.782608696,0.062801932,0.004830918,0.971014493,0.710144928,1.849206349,0.522569962,2.100370545,6.665906455,0.374584265,0.465667785,0.285834693,0.386209847,2.475922876,0.246937796,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.178743961,0.004830918,0.816425121,0.053140097,0.009661836,0.971014493,0.753623188,1.864864865,0.346583497,1.568201724,7.37619929,0.401794762,0.407465015,0.278571038,0.36220562,2.316458021,0.213648162,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.077294686,0.009661836,0.913043478,0.053140097,0.009661836,0.971014493,0.874396135,1.84375,0.368902033,1.505149978,6.718161286,0.772603974,0.333491765,0.298690363,0.283037899,2.472594009,0.169021006,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.323671498,0.009661836,0.666666667,0.019323671,0.019323671,0.951690821,0.47826087,1.776119403,0.418407131,2.127104798,5.183566255,0.611377279,0.495155501,0.275675268,0.365266946,2.229453428,0.199990556,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.188405797,0.004830918,0.806763285,0.048309179,0.014492754,0.966183575,0.739130435,1.769230769,0.426832795,1.591064607,7.667023882,0.680542699,0.332325132,0.273868902,0.324633295,2.196496549,0.20502669,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.014492754,0.985507246,0.057971014,0.028985507,0.937198068,0.917874396,NaN,NaN,,6.67419598,0.755663165,0.283309662,0.300727328,0.289340622,2.29459612,0.156089797,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.164251208,0.014492754,0.821256039,0.053140097,0.014492754,0.971014493,0.758454106,1.803921569,0.423077262,2.008600172,6.049689211,0.588319871,0.382244873,0.277095145,0.354814616,2.260588592,0.201044154,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.024154589,0.009661836,0.966183575,0.082125604,0.009661836,0.946859903,0.913043478,1.6,0.516397779,1,7.014345608,0.710587763,0.340308161,0.277879326,0.302596423,2.483822442,0.223171416,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.072463768,0.004830918,0.922705314,0.077294686,0.014492754,0.971014493,0.874396135,1.666666667,0.487950036,1.176091259,7.638199043,0.595714654,0.3314824,0.268698635,0.321414187,2.227854488,0.223303014,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.004830918,0.995169082,0.09178744,0.004830918,0.961352657,0.942028986,NaN,NaN,,10.01045785,0.69502089,0.258330291,0.290538925,0.296027555,2.258845069,0.185660115,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.009661836,0.990338164,0.09178744,0.019323671,0.961352657,0.961352657,NaN,NaN,,8.600777397,0.671346034,0.21906237,0.305416075,0.29124018,2.331100432,0.226787001,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.086956522,0.009661836,0.903381643,0.082125604,0.019323671,0.956521739,0.859903382,1.972222222,0.166666667,1.556302501,6.534044009,0.728694604,0.355253415,0.29964249,0.326799086,2.430209345,0.203839077,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.024154589,0.975845411,0.062801932,0.014492754,0.937198068,0.898550725,NaN,NaN,,5.759827121,0.688028472,0.302820382,0.280459988,0.270239272,2.429601016,0.188250271,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.024154589,0.014492754,0.961352657,0.082125604,0.009661836,0.966183575,0.922705314,1.866666667,0.351865775,1.176091259,7.194509148,0.630899596,0.322680417,0.292732338,0.327916844,2.395114689,0.206839471,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.019323671,0.004830918,0.975845411,0.06763285,0.019323671,0.956521739,0.927536232,2,0,0.602059991,9.075528406,0.536571092,0.264666528,0.272071036,0.296325444,2.230931512,0.200608082,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.22705314,0.019323671,0.753623188,0.033816425,0.014492754,0.966183575,0.719806763,1.760638298,0.427833264,2.274157849,5.411551987,0.584576652,0.429196853,0.284882016,0.332618419,2.446862751,0.17938895,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.154589372,0.004830918,0.84057971,0.048309179,0.009661836,0.951690821,0.782608696,1.875,0.336010753,1.505149978,7.172616487,0.680520997,0.350161731,0.297072774,0.31003354,2.340300265,0.220004425,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.057971014,0.004830918,0.937198068,0.09178744,0.014492754,0.956521739,0.893719807,2,0,1.079181246,8.190089738,0.563652153,0.293934552,0.282607146,0.313973138,2.386336438,0.182807162,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.207729469,0.014492754,0.777777778,0.048309179,0.009661836,0.975845411,0.739130435,1.96124031,0.521462798,2.11058971,6.197748097,0.581317302,0.420602592,0.276839498,0.31365937,2.524596837,0.248941545,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.06763285,0.009661836,0.922705314,0.06763285,0.009661836,0.961352657,0.893719807,1.857142857,0.448395139,1.447158031,8.994083229,0.579935629,0.284896719,0.297900149,0.334777473,2.286814846,0.203118921,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.15942029,0.004830918,0.835748792,0.072463768,0.009661836,0.961352657,0.724637681,1.727272727,0.452267017,1.51851394,6.535312256,0.705256866,0.371801379,0.290588027,0.310178872,2.394919024,0.220418976,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.202898551,0.019323671,0.777777778,0.043478261,0.019323671,0.956521739,0.748792271,1.880952381,0.435127125,2.225309282,5.587973573,0.679336283,0.37726449,0.28459678,0.303519463,2.41023273,0.199599483,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.019323671,0.014492754,0.966183575,0.053140097,0.009661836,0.971014493,0.942028986,2,0.426401433,1.079181246,7.916715974,0.580434112,0.341107289,0.282003094,0.309506465,2.444848665,0.197280159,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.024154589,0.975845411,0.086956522,0.019323671,0.93236715,0.93236715,NaN,NaN,,6.535837221,0.62771136,0.261169663,0.312225676,0.326050456,2.359596667,0.219699985,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.019323671,0.980676329,0.077294686,0.033816425,0.937198068,0.937198068,NaN,NaN,,7.202571124,0.669904661,0.234504527,0.294222492,0.281886319,2.291485178,0.176029175,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.014492754,0.985507246,0.062801932,0.014492754,0.956521739,0.956521739,NaN,NaN,,9.373670334,0.623204462,0.217431133,0.272185643,0.284576272,2.248664471,0.196651153,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.22705314,0.009661836,0.763285024,0.043478261,0.004830918,0.980676329,0.714975845,1.734042553,0.444210836,1.973127854,6.045901716,0.451502973,0.465562194,0.273464934,0.369059735,2.56208543,0.248114834,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.178743961,0.033816425,0.787439614,0.062801932,0.024154589,0.93236715,0.729468599,1.810810811,0.527278113,2.413299764,4.782101336,0.680714412,0.394233436,0.313429595,0.315054572,2.454437426,0.205058903,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.149758454,0.024154589,0.826086957,0.062801932,0.024154589,0.937198068,0.758454106,1.948387097,0.356635584,2.190331698,5.308195481,0.56396022,0.390298134,0.304832806,0.34224558,2.366456441,0.215907846,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.028985507,0.971014493,0.086956522,0.024154589,0.927536232,0.903381643,NaN,NaN,,7.312028017,0.600371484,0.17607656,0.302655457,0.311607668,2.188313029,0.207847267,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.077294686,0.019323671,0.903381643,0.062801932,0.019323671,0.946859903,0.850241546,1.90625,0.343592135,1.806179974,5.623440386,0.658270653,0.350418084,0.303596839,0.284876085,2.658375607,0.181188182,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.06763285,0.009661836,0.922705314,0.048309179,0.014492754,0.961352657,0.869565217,1.857142857,0.448395139,1.447158031,7.156491646,0.595452216,0.307876123,0.295746826,0.314468689,2.368481452,0.192560015,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.043478261,0.014492754,0.942028986,0.072463768,0.028985507,0.93236715,0.874396135,1.851851852,0.456045182,1.431363764,6.597407493,0.523667501,0.255242578,0.313467491,0.31075702,2.293580175,0.222922337,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.014492754,0.985507246,0.101449275,0.009661836,0.961352657,0.951690821,NaN,NaN,,7.255155423,0.743301625,0.309698459,0.296939796,0.284268835,2.445127929,0.252531583,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.120772947,0.009661836,0.869565217,0.043478261,0.009661836,0.971014493,0.826086957,1.884615385,0.322602539,1.716003344,7.144244656,0.805429186,0.354687946,0.277701947,0.276285085,2.429505345,0.138342543,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.062801932,0.028985507,0.90821256,0.072463768,0.009661836,0.951690821,0.859903382,1.884615385,0.425815314,1.892094603,6.210265989,0.64998231,0.329958725,0.296021634,0.287331586,2.46218986,0.224306672,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.256038647,0.004830918,0.739130435,0.043478261,0.009661836,0.971014493,0.710144928,1.754716981,0.434372243,1.72427587,7.646611597,0.507487694,0.444003836,0.260714445,0.348685392,2.299008614,0.241106332,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.072463768,0.014492754,0.913043478,0.06763285,0.009661836,0.971014493,0.8647343,1.955555556,0.562282506,1.653212514,6.75323568,0.633860008,0.344409431,0.275181407,0.305148424,2.544849428,0.218932514,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.125603865,0.009661836,0.8647343,0.053140097,0.019323671,0.961352657,0.806763285,1.980769231,0.419634977,1.716003344,6.389065867,0.609955449,0.332732406,0.302601513,0.326714759,2.402041517,0.201306337,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.057971014,0.009661836,0.93236715,0.038647343,0.014492754,0.961352657,0.893719807,2.333333333,0.637022057,1.380211242,10.24053416,0.649248265,0.338064465,0.256260694,0.306605054,2.295241069,0.133369655,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.309178744,0.024154589,0.666666667,0.019323671,0.014492754,0.961352657,0.623188406,1.8375,0.493055218,2.505149978,5.91703248,0.604914177,0.460228912,0.255744867,0.325973069,2.365955118,0.183924563,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.004830918,0.995169082,0.06763285,0.009661836,0.956521739,0.927536232,NaN,NaN,,8.457633608,0.633461661,0.259963096,0.279836315,0.29538277,2.306079401,0.229343976,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.019323671,0.980676329,0.082125604,0.028985507,0.93236715,0.893719807,NaN,NaN,,6.326109387,0.602915843,0.227865584,0.292540526,0.290811693,2.202746365,0.186421104,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.019323671,0.024154589,0.956521739,0.09178744,0.019323671,0.942028986,0.913043478,1.9,0.447213595,1.301029996,6.987166252,0.63261566,0.25266416,0.312990906,0.324692107,2.328120216,0.20895918,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.004830918,0.995169082,0.082125604,0.019323671,0.93236715,0.922705314,NaN,NaN,,7.877369563,0.561582061,0.232211128,0.290827872,0.301474688,2.294398545,0.193883703,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0,0.028985507,0.971014493,0.062801932,0.014492754,0.956521739,0.927536232,NaN,NaN,,6.334983794,0.685788827,0.247410514,0.339772451,0.344552186,2.383932613,0.180091727,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.144927536,0.014492754,0.84057971,0.038647343,0.019323671,0.961352657,0.758454106,1.833333333,0.479934452,1.954242509,6.092825293,0.564390502,0.390696928,0.275920296,0.309459769,2.371269616,0.189956413,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.299516908,0.004830918,0.695652174,0.038647343,0,0.995169082,0.647342995,1.838709677,0.370801011,1.792391689,8.500260452,0.583204291,0.479582075,0.268250955,0.321827573,2.578813133,0.227880003,,,,,,,,,,,,,,,,,,,,
fezouata,nested hierarchy model,0.212560386,0.004830918,0.782608696,0.024154589,0.014492754,0.937198068,0.652173913,2.136363636,0.509943412,1.643452676,5.517604231,0.569670419,0.473617258,0.287596981,0.353105426,2.467415423,0.193583645,,,,,,,,,,,,,,,,,,,,
