network,type,Top,Bas,Int,Can,Herb,Omn,Loop,ChLen,ChSD,ChNum,TL,MxSim,VulSD,GenSD,LinkSD,Path,Clust,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.019323671,0.951690821,0,0.024154589,0.942028986,0,1.708333333,0.464305621,1.380211242,4.900031766,0.213519257,0.30075628,0.310179561,0.139662894,1.920083355,0.183386866,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.019323671,0.946859903,0,0.033816425,0.937198068,0,1.785714286,0.498675494,1.447158031,4.671215914,0.209847103,0.31046741,0.313468254,0.14552566,1.931544817,0.184995538,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.014492754,0.942028986,0,2,0,1.397940009,4.923541805,0.209003909,0.309902802,0.304043036,0.154528999,1.931266069,0.184027969,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.043478261,0.024154589,0.93236715,0,0.019323671,0.937198068,0,1.866666667,0.343775825,1.653212514,4.629465432,0.210527837,0.310926729,0.312459209,0.159000567,1.925363793,0.188908605,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.024154589,0.961352657,0,0.009661836,0.946859903,0,1.8,0.414039336,1.176091259,4.818880463,0.214771392,0.307807692,0.3037809,0.148053615,1.920867834,0.181804623,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.014492754,0.951690821,0,1.76,0.435889894,1.397940009,4.774090875,0.214307136,0.303464832,0.315617142,0.148192787,1.930577223,0.18587783,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.014492754,0.951690821,0,0.014492754,0.961352657,0,1.857142857,0.358568583,1.322219295,5.487703777,0.20849949,0.311949035,0.305519518,0.146181876,1.931993737,0.180784398,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.038647343,0.93236715,0,0.014492754,0.93236715,0,1.875,0.334218682,1.681241237,4.387599738,0.212245787,0.301372772,0.310750489,0.157541994,1.903942428,0.185721579,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.019323671,0.946859903,0,1.9,0.305128577,1.477121255,4.480918499,0.212962128,0.308901103,0.310069087,0.14534807,1.912279782,0.18764773,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.014492754,0.961352657,0,0.014492754,0.946859903,0,1.933333333,0.25819889,1.176091259,5.055827416,0.209242645,0.300867653,0.323456384,0.133855086,1.937588578,0.181418343,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.009661836,0.942028986,0,1.9,0.307793506,1.301029996,4.945034966,0.212295577,0.299943878,0.319179747,0.150267467,1.921091291,0.182602509,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.028985507,0.951690821,0,0.004830918,0.951690821,0,1.583333333,0.503610155,1.380211242,4.613907862,0.214518127,0.313425932,0.308089052,0.146745463,1.899121431,0.191837118,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.019323671,0.956521739,0,0.028985507,0.93236715,0,1.75,0.444261658,1.301029996,4.787982678,0.213521286,0.309423365,0.308547468,0.141487892,1.898587933,0.189994483,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.014492754,0.961352657,0,0.019323671,0.93236715,0,1.8,0.414039336,1.176091259,5.14367089,0.214840763,0.306617673,0.310985519,0.143497677,1.903683747,0.190677592,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.014492754,0.946859903,0,1.75,0.444261658,1.301029996,4.682357205,0.20951659,0.307489239,0.315520905,0.145432077,1.946325308,0.178749439,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.024154589,0.942028986,0,0.033816425,0.927536232,0,1.714285714,0.458349249,1.544068044,4.587312483,0.213209146,0.30876109,0.310322264,0.143972889,1.915608507,0.180588809,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.014492754,0.956521739,0,1.88,0.331662479,1.397940009,4.621588131,0.208714787,0.314288851,0.31298075,0.158487811,1.943680893,0.185955832,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.043478261,0.922705314,0,0.019323671,0.927536232,0,1.857142857,0.352737811,1.799340549,4.243835619,0.214836852,0.308599823,0.302503548,0.146409216,1.890365623,0.186557678,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.019323671,0.961352657,0,0.014492754,0.951690821,0,1.6875,0.478713554,1.204119983,5.0196043,0.213943442,0.30211782,0.300853706,0.122839966,1.878039851,0.189256541,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.033816425,0.937198068,0,0.014492754,0.942028986,0,1.714285714,0.457229957,1.62324929,4.439693946,0.211626007,0.30356209,0.310308725,0.14790942,1.937020048,0.183232228,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.024154589,0.942028986,0,1.7,0.470162346,1.301029996,4.65241482,0.213546786,0.303371403,0.30941253,0.141068663,1.919461708,0.186414788,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.019323671,0.93236715,0,1.766666667,0.430183067,1.477121255,4.272249541,0.212644203,0.314174593,0.296493428,0.144330198,1.907482279,0.186676943,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.019323671,0.917874396,0,1.76,0.435889894,1.397940009,4.923391656,0.211939951,0.300602073,0.305865406,0.138002376,1.904692766,0.185246352,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.033816425,0.937198068,0,0.033816425,0.927536232,0,1.857142857,0.354168802,1.62324929,4.249556509,0.212798594,0.314411625,0.310313606,0.140926304,1.922891818,0.183532276,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.009661836,0.024154589,0.966183575,0,0.009661836,0.942028986,0,1.9,0.316227766,1,4.849444603,0.211433998,0.307164738,0.32063335,0.14694406,1.936478844,0.180845214,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.028985507,0.942028986,0,0.004830918,0.961352657,0,1.861111111,0.350736187,1.556302501,4.689209781,0.208754571,0.31875166,0.30228171,0.150322013,1.912833572,0.180384528,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.024154589,0.961352657,0,0.024154589,0.927536232,0,1.666666667,0.487950036,1.176091259,4.60248049,0.213362548,0.302263708,0.303757191,0.138628411,1.919370698,0.17498065,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.024154589,0.951690821,0,1.833333333,0.379049022,1.477121255,4.571059071,0.212269298,0.323014553,0.298264938,0.153876497,1.932414869,0.18111809,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.014492754,0.946859903,0,1.833333333,0.379049022,1.477121255,4.640506262,0.212040539,0.305370201,0.304527132,0.135721719,1.921540062,0.183875372,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.019323671,0.93236715,0,1.8,0.40824829,1.397940009,4.662867529,0.210308044,0.30144178,0.321658484,0.147995871,1.935309131,0.187945142,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.014492754,0.942028986,0,1.866666667,0.345745904,1.477121255,4.669403697,0.213501797,0.328071485,0.302437188,0.16072031,1.927429988,0.183887851,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.033816425,0.937198068,0,0.014492754,0.942028986,0,1.785714286,0.415299732,1.62324929,4.272737537,0.208266825,0.315053242,0.29743578,0.140682201,1.92032141,0.180402538,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.014492754,0.937198068,0,1.766666667,0.430183067,1.477121255,4.940087466,0.2135053,0.304274992,0.321586894,0.145838916,1.91196977,0.181695399,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.019323671,0.951690821,0,0.014492754,0.951690821,0,1.833333333,0.380693494,1.380211242,5.208087997,0.207355923,0.312320904,0.301612738,0.136934647,1.929614046,0.182141153,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.019323671,0.951690821,0,0.028985507,0.927536232,0,1.958333333,0.204124145,1.380211242,4.91075201,0.211497746,0.306728279,0.310676134,0.146561308,1.914582674,0.182449116,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.024154589,0.942028986,0,0.009661836,0.937198068,0,1.8,0.405839725,1.544068044,5.030195176,0.213593879,0.30958842,0.313489843,0.160822358,1.90887455,0.184186637,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.033816425,0.942028986,0,0.014492754,0.937198068,0,1.742857143,0.443439574,1.544068044,4.363263172,0.211859771,0.302667679,0.316374437,0.142022914,1.909700586,0.18390361,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.033816425,0.937198068,0,0.024154589,0.942028986,0,1.833333333,0.37719547,1.62324929,4.088849174,0.213753787,0.306916745,0.309975167,0.150906337,1.897362236,0.189308114,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.024154589,0.942028986,0,0.024154589,0.946859903,0,1.828571429,0.38238526,1.544068044,4.482662561,0.2170234,0.314117317,0.303151352,0.146582168,1.901977194,0.189989975,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.014492754,0.966183575,0,0.028985507,0.942028986,0,1.916666667,0.288675135,1.079181246,4.846646938,0.209989015,0.312616192,0.305232179,0.150693426,1.923012421,0.181519858,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.038647343,0.024154589,0.937198068,0,0.014492754,0.942028986,0,1.875,0.334932064,1.602059991,4.676939255,0.215735314,0.314724709,0.296805993,0.135434409,1.918551802,0.188352179,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.028985507,0.942028986,0,0.019323671,0.927536232,0,1.777777778,0.421637021,1.556302501,4.490292641,0.208522778,0.305730373,0.319648173,0.154065127,1.943502232,0.181662032,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.019323671,0.961352657,0,0.014492754,0.946859903,0,1.75,0.447213595,1.204119983,5.465377231,0.213220597,0.31357359,0.301495083,0.153119998,1.906817474,0.187679749,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.033816425,0.946859903,0,0.009661836,0.942028986,0,1.75,0.440958552,1.447158031,4.381009455,0.215228579,0.309333452,0.317319895,0.141052456,1.917682767,0.183729801,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.048309179,0.917874396,0,0.028985507,0.913043478,0,1.857142857,0.352453688,1.84509804,3.928213381,0.213111035,0.306255008,0.317554968,0.149679642,1.917074729,0.179860133,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.019323671,0.956521739,0,0.004830918,0.956521739,0,1.8,0.410391341,1.301029996,5.087132245,0.214130915,0.305163379,0.316506368,0.149775592,1.926421752,0.182727892,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.038647343,0.93236715,0,0.028985507,0.90821256,0,1.8125,0.39444278,1.681241237,4.338021847,0.210316292,0.305675316,0.317093947,0.141454821,1.910075782,0.181278035,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.019323671,0.937198068,0,1.866666667,0.345745904,1.477121255,4.70600363,0.216289804,0.31264705,0.308347412,0.150041337,1.92247492,0.185532411,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.014492754,0.951690821,0,0.019323671,0.942028986,0,1.904761905,0.300792604,1.322219295,5.02682389,0.21185508,0.311482566,0.309462602,0.147254429,1.916701703,0.186076997,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.014492754,0.951690821,0,0.019323671,0.946859903,0,1.571428571,0.507092553,1.322219295,4.805644742,0.213407101,0.315455668,0.302496088,0.157188662,1.919032761,0.183328025,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.019323671,0.946859903,0,1.76,0.435889894,1.397940009,4.695878947,0.211138434,0.308735577,0.30145242,0.141770872,1.931460152,0.179795417,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.009661836,0.014492754,0.975845411,0,0.014492754,0.961352657,0,1.833333333,0.40824829,0.77815125,5.122075945,0.21725245,0.302636883,0.309850563,0.14793629,1.906402173,0.193226441,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.024154589,0.93236715,0,1.866666667,0.345745904,1.477121255,4.334025859,0.206270915,0.309075728,0.30217267,0.147320829,1.910641019,0.178688348,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.024154589,0.942028986,0,1.833333333,0.379049022,1.477121255,4.223511169,0.21377986,0.303488578,0.315187712,0.147516041,1.910221286,0.183998277,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.028985507,0.937198068,0,0.019323671,0.93236715,0,1.714285714,0.457229957,1.62324929,4.614763104,0.213351268,0.312297438,0.315980637,0.152384444,1.946390795,0.185110713,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.024154589,0.927536232,0,1.84,0.374165739,1.397940009,5.232654363,0.215313137,0.300195528,0.302482678,0.150270576,1.908715193,0.189084697,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.024154589,0.93236715,0,1.833333333,0.379049022,1.477121255,4.483723371,0.209424453,0.307308647,0.318194543,0.154035102,1.9232021,0.183907083,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.019323671,0.966183575,0,0.024154589,0.937198068,0,1.833333333,0.389249472,1.079181246,4.918350193,0.212965673,0.30787047,0.304034031,0.13751544,1.918162948,0.182880357,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.033816425,0.937198068,0,0.019323671,0.927536232,0,1.833333333,0.37719547,1.62324929,4.372237156,0.210371222,0.302744297,0.307937721,0.15198838,1.912357444,0.18567969,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.009661836,0.971014493,0,0.014492754,0.942028986,0,1.875,0.353553391,0.903089987,5.638903714,0.210487198,0.298193884,0.309116796,0.141954035,1.908513146,0.189111486,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.024154589,0.942028986,0,0.024154589,0.946859903,0,1.828571429,0.38238526,1.544068044,4.556644873,0.210968563,0.298771034,0.315038417,0.144146665,1.922900005,0.179734329,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.038647343,0.014492754,0.946859903,0,0.024154589,0.927536232,0,2,0,1.380211242,4.988705889,0.218408349,0.314662134,0.312727996,0.144325122,1.914658896,0.189226124,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.014492754,0.951690821,0,0.009661836,0.956521739,0,1.761904762,0.43643578,1.322219295,5.408718226,0.209982537,0.305870839,0.300681608,0.129274143,1.939799673,0.183481061,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.019323671,0.942028986,0,1.866666667,0.345745904,1.477121255,4.770233133,0.213651105,0.317198911,0.306120494,0.151273808,1.912523925,0.185549655,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.024154589,0.942028986,0,0.019323671,0.937198068,0,1.8,0.405839725,1.544068044,4.751080849,0.209793808,0.307872748,0.305821484,0.146785169,1.915942487,0.181889659,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.014492754,0.961352657,0,0.014492754,0.946859903,0,1.933333333,0.25819889,1.176091259,5.173298177,0.213772867,0.307556643,0.303941757,0.135605335,1.917823115,0.183757949,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.019323671,0.946859903,0,1.8,0.40824829,1.397940009,4.665028648,0.218063787,0.310337215,0.311813512,0.148670311,1.885118986,0.195662741,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.019323671,0.942028986,0,1.833333333,0.379049022,1.477121255,4.889964568,0.207485044,0.297226742,0.30367399,0.144055547,1.918527365,0.179265915,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.009661836,0.961352657,0,1.84,0.374165739,1.397940009,4.672035665,0.215369961,0.313299211,0.308436624,0.147284245,1.926932304,0.184280058,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.024154589,0.937198068,0,1.7,0.4660916,1.477121255,4.416108755,0.212288483,0.31369391,0.305747976,0.142240511,1.928362878,0.179490557,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.038647343,0.942028986,0,0.028985507,0.927536232,0,1.875,0.336010753,1.505149978,4.139561933,0.210001785,0.300632824,0.320107772,0.14097914,1.927774855,0.182330879,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.009661836,0.951690821,0,1.92,0.276887462,1.397940009,5.057022388,0.213425907,0.298501033,0.306598737,0.151134421,1.917461783,0.186810275,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.004830918,0.038647343,0.956521739,0,0.019323671,0.913043478,0,1.75,0.46291005,0.903089987,4.427866441,0.211726333,0.307168772,0.300512424,0.136119,1.919448362,0.183196731,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.043478261,0.019323671,0.937198068,0,0.024154589,0.937198068,0,1.833333333,0.377964473,1.556302501,4.948837016,0.210925254,0.306002061,0.308015631,0.159035696,1.928134081,0.186075616,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.024154589,0.942028986,0,1.76,0.435889894,1.397940009,4.661822772,0.215225633,0.309214754,0.313368092,0.15139041,1.901241005,0.187314577,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.024154589,0.937198068,0,1.8,0.40824829,1.397940009,4.522297455,0.209687685,0.307719101,0.304084737,0.137173672,1.905318983,0.186738447,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.043478261,0.014492754,0.942028986,0,0.024154589,0.951690821,0,1.777777778,0.423659273,1.431363764,4.746849876,0.21322961,0.306262818,0.308197337,0.14604127,1.929233493,0.182849157,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.033816425,0.937198068,0,0.024154589,0.927536232,0,1.833333333,0.37719547,1.62324929,4.255937075,0.212741207,0.313968044,0.308196425,0.136757377,1.924385733,0.186159902,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.043478261,0.937198068,0,0.024154589,0.922705314,0,1.861111111,0.350736187,1.556302501,4.132487995,0.212363176,0.298291369,0.308135574,0.134011585,1.906577643,0.187050244,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.043478261,0.014492754,0.942028986,0,0.024154589,0.956521739,0,1.925925926,0.266880256,1.431363764,4.917705102,0.213214324,0.310360836,0.307741297,0.153511145,1.922326086,0.185929488,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.028985507,0.951690821,0,0.024154589,0.937198068,0,1.75,0.442325868,1.380211242,4.480040455,0.213656682,0.30525271,0.302796266,0.124684757,1.909747292,0.18016992,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.014492754,0.956521739,0,0.014492754,0.946859903,0,1.722222222,0.460888599,1.255272505,5.090987769,0.214539061,0.308732886,0.313257978,0.147468945,1.905705518,0.18839377,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.019323671,0.946859903,0,0.019323671,0.956521739,0,1.785714286,0.417855447,1.447158031,4.442091894,0.211712368,0.324869533,0.296172832,0.145300427,1.932160282,0.187239922,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.014492754,0.951690821,0,1.933333333,0.253708132,1.477121255,4.667399964,0.213162676,0.313921667,0.30249124,0.148648677,1.915312322,0.184747569,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.033816425,0.942028986,0,0.019323671,0.942028986,0,1.657142857,0.481593992,1.544068044,4.09376788,0.213450933,0.319293586,0.306763698,0.163354125,1.90907173,0.18695694,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.028985507,0.942028986,0,0.009661836,0.946859903,0,1.805555556,0.401386486,1.556302501,4.632704228,0.213604852,0.308851427,0.305687046,0.140707352,1.915810547,0.178056575,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.033816425,0.946859903,0,0.014492754,0.942028986,0,1.821428571,0.390021028,1.447158031,4.643415196,0.211202667,0.310272457,0.3068158,0.135443914,1.933505288,0.184590501,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.009661836,0.93236715,0,1.92,0.276887462,1.397940009,4.67464299,0.208911885,0.300950541,0.308442077,0.128553374,1.92212035,0.181024918,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.033816425,0.942028986,0,0.019323671,0.937198068,0,1.828571429,0.38238526,1.544068044,4.227543841,0.211920023,0.310612284,0.308586446,0.140873823,1.918506917,0.186152206,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.033816425,0.942028986,0,0.019323671,0.942028986,0,1.828571429,0.38238526,1.544068044,4.386399435,0.210036211,0.304551911,0.311909443,0.14488338,1.909933147,0.185500092,,,,,,,,,,,,,,,,,,,,
