Cons._sp.,Resource_sp.,Certainty level
Basilicus (Basiliella?) destombesi,Rhopalocystis destombesi,1
Basilicus (Basiliella?) destombesi,Rhopalocystis fraga,1
Basilicus (Basiliella?) destombesi,Rhopalocystis grandis,1
Basilicus (Basiliella?) destombesi,Rhopalocystis havliceki,1
Basilicus (Basiliella?) destombesi,Rhopalocystis zagoraensis,1
Basilicus (Basiliella?) destombesi,Lingulocystis elongata,1
Basilicus (Basiliella?) destombesi,cf. Pareocrinus,1
Basilicus (Basiliella?) destombesi,Eocrinoidea indet. sp. 1,1
Basilicus (Basiliella?) destombesi,Eocrinoidea indet. sp. 2,1
Basilicus (Basiliella?) destombesi,Eocrinoidea indet.,1
Basilicus (Basiliella?) destombesi,Aethocrinus cf. moorei,1
Basilicus (Basiliella?) destombesi,Rhenopyrgid indet.,1
Basilicus (Basiliella?) destombesi,Amygdalotheca griffei,1
Basilicus (Basiliella?) destombesi,Anatifopsis trapeziiformis,1
Basilicus (Basiliella?) destombesi,Aspidocarpus sp.,1
Basilicus (Basiliella?) destombesi,Chauvelicystis ubaghsi,1
Basilicus (Basiliella?) destombesi,Chauvelicystis spinosa,1
Basilicus (Basiliella?) destombesi,Chauvelicystis vizcainoi,1
Basilicus (Basiliella?) destombesi,Sokkaejaecystis sp. 1,1
Basilicus (Basiliella?) destombesi,Sokkaejaecystis sp. 2,1
Basilicus (Basiliella?) destombesi,"Cornuta n. gen. 1, n. sp.",1
Basilicus (Basiliella?) destombesi,"Cornuta n. gen. 2, n. sp.",1
Basilicus (Basiliella?) destombesi,Flabellicarpus rushtoni,1
Basilicus (Basiliella?) destombesi,Galliaecystis n. sp.,1
Basilicus (Basiliella?) destombesi,Galliaecystis ubaghsi,1
Basilicus (Basiliella?) destombesi,Hanusia n. sp.,1
Basilicus (Basiliella?) destombesi,Lagynocystis pyramidalis,1
Basilicus (Basiliella?) destombesi,Nanocarpus cf. dolambii,1
Basilicus (Basiliella?) destombesi,Phyllocystis blayaci,1
Basilicus (Basiliella?) destombesi,Procothurnocystis n. sp.,1
Basilicus (Basiliella?) destombesi,Prokopicystis sp.,1
Basilicus (Basiliella?) destombesi,Bohemiaecystis n. sp.,1
Basilicus (Basiliella?) destombesi,Vizcainocarpus sp.,1
Basilicus (Basiliella?) destombesi,Peltocystis cornuta,1
Basilicus (Basiliella?) destombesi,Macrocystella bohemica,1
Basilicus (Basiliella?) destombesi,cf. Castericystis,1
Basilicus (Basiliella?) destombesi,Plasiacystis mobilis,1
Basilicus (Basiliella?) destombesi,Nimchacystis agterbosi,1
Basilicus (Basiliella?) destombesi,Elegantilites sp. A,1
Basilicus (Basiliella?) destombesi,Tarfaya sp.,1
Basilicus (Basiliella?) destombesi,Wosekella filiola,1
Basilicus (Basiliella?) destombesi,Sedlecilingula sp.,1
Basilicus (Basiliella?) destombesi,Glossella sp.,1
Basilicus (Basiliella?) destombesi,Rafanoglossa inversa,1
Basilicus (Basiliella?) destombesi,Spondyglossella? sp.,1
Basilicus (Basiliella?) destombesi,Thysanotos cf. siluricus,1
Basilicus (Basiliella?) destombesi,Lacunites punctum,1
Basilicus (Basiliella?) destombesi,Nothorthis sp.,1
Basilicus (Basiliella?) destombesi,Nanorthis sp.,1
Basilicus (Basiliella?) destombesi,Ribeiria cf. personata,1
Basilicus (Basiliella?) destombesi,Selkirkia tsering,2
Basilicus (Basiliella?) destombesi,Leptoplastides salteri,1
Basilicus (Basiliella?) destombesi,Symphysurina sp.,1
Basilicus (Basiliella?) destombesi,Niobella sp.,1
Platypeltoides magrebiensis,Benthic detritus,1
Platypeltoides magrebiensis,Plectorthis simplex,1
Platypeltoides magrebiensis,Angusticardinia sp.,1
Platypeltoides magrebiensis,Wosekella maghribi  ,1
Platypeltoides magrebiensis,Celdobolus mirandus,1
Platypeltoides magrebiensis,Babinka prima,1
Platypeltoides magrebiensis,Redonia michelae,1
Platypeltoides magrebiensis,Pelecyogyra fezouataensis,1
Platypeltoides magrebiensis,Wiwaxiid,1
Platypeltoides magrebiensis,Calvapilosa kroegeri,1
Platypeltoides magrebiensis,Plumulites bengtsoni,2
Platypeltoides magrebiensis,Large plumulitid,2
Platypeltoides magrebiensis,Palaeoscolex cf. tenensis,2
Platypeltoides magrebiensis,Furca sp. 1,1
Platypeltoides magrebiensis,Furca sp. 2,1
Platypeltoides magrebiensis,Furca sp. 3,1
Platypeltoides magrebiensis,Enosiaspis hrungnir,1
Platypeltoides magrebiensis,Xiphosurid,1
Platypeltoides magrebiensis,Tremaglaspis sp.,1
Platypeltoides magrebiensis,Cheloniellid,1
Platypeltoides magrebiensis,Asaphellus sp aff. jujuanus,1
Platypeltoides magrebiensis,Asaphellus sp.,1
Platypeltoides magrebiensis,Playpeltoides' carmenae,1
Platypeltoides magrebiensis,Symphysurus sicardi,1
Platypeltoides magrebiensis,Symphysurus ebbestadi,1
Platypeltoides magrebiensis,Symphysurus sp.,1
Platypeltoides magrebiensis,Apatokephalus cf. incisus,1
Platypeltoides magrebiensis,Orometopus sp.,1
Platypeltoides magrebiensis,Foulonia peregrina,1
Platypeltoides magrebiensis,Toletanaspis aff. borni,1
Platypeltoides magrebiensis,Bavarilla zemmourensis,1
Platypeltoides magrebiensis,Colpocoryphe thorali,1
Platypeltoides magrebiensis,Colpocoryphe pradesensis,1
Platypeltoides magrebiensis,Colpocoryphe sp.,1
Platypeltoides magrebiensis,Pharostomina sp. ,1
Platypeltoides magrebiensis,Prionocheilus sp.,1
Platypeltoides magrebiensis,Agerina quadrata,1
Platypeltoides magrebiensis,Euloma sp.,1
Platypeltoides magrebiensis,Ampyx priscus,1
Platypeltoides magrebiensis,Megistaspis (Ekeraspis) sp. indet.,1
Platypeltoides magrebiensis,Parabathycheilus gallicus,1
Platypeltoides magrebiensis,Anacheirurus adserai,1
Platypeltoides magrebiensis,Eoharpes sp.,1
Platypeltoides magrebiensis,Nileus deynouxi,1
Platypeltoides magrebiensis,Villebrunaster fezouataensis,1
Platypeltoides magrebiensis,Palaeosphaeronites sp.,1
Platypeltoides magrebiensis,Palaeosphaeronites? prokopi,1
Platypeltoides magrebiensis,Aristocystites cf. bohemicus (sinuous?),1
Platypeltoides magrebiensis,Balantiocystis regnelli,1
Platypeltoides magrebiensis,Rhopalocystis destombesi,1
Platypeltoides magrebiensis,Rhopalocystis fraga,1
Platypeltoides magrebiensis,Rhopalocystis grandis,1
Platypeltoides magrebiensis,Rhopalocystis havliceki,1
Platypeltoides magrebiensis,Rhopalocystis zagoraensis,1
Platypeltoides magrebiensis,Lingulocystis elongata,1
Platypeltoides magrebiensis,cf. Pareocrinus,1
Platypeltoides magrebiensis,Eocrinoidea indet. sp. 1,1
Platypeltoides magrebiensis,Eocrinoidea indet. sp. 2,1
Platypeltoides magrebiensis,Eocrinoidea indet.,1
Platypeltoides magrebiensis,Aethocrinus cf. moorei,1
Platypeltoides magrebiensis,Rhenopyrgid indet.,1
Platypeltoides magrebiensis,Amygdalotheca griffei,1
Platypeltoides magrebiensis,Anatifopsis trapeziiformis,1
Platypeltoides magrebiensis,Aspidocarpus sp.,1
Platypeltoides magrebiensis,Chauvelicystis ubaghsi,1
Platypeltoides magrebiensis,Chauvelicystis spinosa,1
Platypeltoides magrebiensis,Chauvelicystis vizcainoi,1
Platypeltoides magrebiensis,Sokkaejaecystis sp. 1,1
Platypeltoides magrebiensis,Sokkaejaecystis sp. 2,1
Platypeltoides magrebiensis,"Cornuta n. gen. 1, n. sp.",1
Platypeltoides magrebiensis,"Cornuta n. gen. 2, n. sp.",1
Platypeltoides magrebiensis,Flabellicarpus rushtoni,1
Platypeltoides magrebiensis,Galliaecystis n. sp.,1
Platypeltoides magrebiensis,Galliaecystis ubaghsi,1
Platypeltoides magrebiensis,Hanusia n. sp.,1
Platypeltoides magrebiensis,Lagynocystis pyramidalis,1
Platypeltoides magrebiensis,Nanocarpus cf. dolambii,1
Platypeltoides magrebiensis,Phyllocystis blayaci,1
Platypeltoides magrebiensis,Procothurnocystis n. sp.,1
Platypeltoides magrebiensis,Prokopicystis sp.,1
Platypeltoides magrebiensis,Bohemiaecystis n. sp.,1
Platypeltoides magrebiensis,Vizcainocarpus sp.,1
Platypeltoides magrebiensis,Peltocystis cornuta,1
Platypeltoides magrebiensis,Macrocystella bohemica,1
Platypeltoides magrebiensis,cf. Castericystis,1
Platypeltoides magrebiensis,Plasiacystis mobilis,1
Platypeltoides magrebiensis,Elegantilites sp. A,1
Platypeltoides magrebiensis,Tarfaya sp.,1
Platypeltoides magrebiensis,Wosekella filiola,1
Platypeltoides magrebiensis,Sedlecilingula sp.,1
Platypeltoides magrebiensis,Glossella sp.,1
Platypeltoides magrebiensis,Rafanoglossa inversa,1
Platypeltoides magrebiensis,Spondyglossella? sp.,1
Platypeltoides magrebiensis,Thysanotos cf. siluricus,1
Platypeltoides magrebiensis,Lacunites punctum,1
Platypeltoides magrebiensis,Nothorthis sp.,1
Platypeltoides magrebiensis,Nanorthis sp.,1
Platypeltoides magrebiensis,Ribeiria cf. personata,1
Platypeltoides magrebiensis,Selkirkia tsering,2
Platypeltoides magrebiensis,Leptoplastides salteri,1
Platypeltoides magrebiensis,Symphysurina sp.,1
Platypeltoides magrebiensis,Niobella sp.,1
Platypeltoides' hammondi,Benthic detritus,1
Platypeltoides' hammondi,Plectorthis simplex,1
Platypeltoides' hammondi,Angusticardinia sp.,1
Platypeltoides' hammondi,Wosekella maghribi  ,1
Platypeltoides' hammondi,Celdobolus mirandus,1
Platypeltoides' hammondi,Babinka prima,1
Platypeltoides' hammondi,Redonia michelae,1
Platypeltoides' hammondi,Pelecyogyra fezouataensis,1
Platypeltoides' hammondi,Wiwaxiid,1
Platypeltoides' hammondi,Calvapilosa kroegeri,1
Platypeltoides' hammondi,Palaeoscolex cf. tenensis,2
Platypeltoides' hammondi,Furca sp. 1,1
Platypeltoides' hammondi,Furca sp. 2,1
Platypeltoides' hammondi,Furca sp. 3,1
Platypeltoides' hammondi,Enosiaspis hrungnir,1
Platypeltoides' hammondi,Setapedites abundantis,1
Platypeltoides' hammondi,Xiphosurid,1
Platypeltoides' hammondi,Tariccoia tazagurtensis,1
Platypeltoides' hammondi,Cheloniellid,1
Platypeltoides' hammondi,Asaphellus sp aff. jujuanus,1
Platypeltoides' hammondi,Symphysurus sicardi,1
Platypeltoides' hammondi,Symphysurus ebbestadi,1
Platypeltoides' hammondi,Symphysurus sp.,1
Platypeltoides' hammondi,Apatokephalus cf. incisus,1
Platypeltoides' hammondi,Orometopus sp.,1
Platypeltoides' hammondi,Foulonia peregrina,1
Platypeltoides' hammondi,Toletanaspis aff. borni,1
Platypeltoides' hammondi,Bavarilla zemmourensis,1
Platypeltoides' hammondi,Colpocoryphe thorali,1
Platypeltoides' hammondi,Colpocoryphe pradesensis,1
Platypeltoides' hammondi,Pharostomina sp. ,1
Platypeltoides' hammondi,Agerina quadrata,1
Platypeltoides' hammondi,Euloma sp.,1
Platypeltoides' hammondi,Geragnostus sp.,1
Platypeltoides' hammondi,Ampyx priscus,1
Platypeltoides' hammondi,Parabathycheilus gallicus,1
Platypeltoides' hammondi,Anacheirurus adserai,1
Platypeltoides' hammondi,Eoharpes sp.,1
Platypeltoides' hammondi,Nileus deynouxi,1
Platypeltoides' hammondi,Villebrunaster fezouataensis,1
Platypeltoides' hammondi,Palaeosphaeronites sp.,1
Platypeltoides' hammondi,Palaeosphaeronites? prokopi,1
Platypeltoides' hammondi,Aristocystites cf. bohemicus (sinuous?),1
Platypeltoides' hammondi,Balantiocystis regnelli,1
Platypeltoides' hammondi,Rhopalocystis destombesi,1
Platypeltoides' hammondi,Rhopalocystis fraga,1
Platypeltoides' hammondi,Rhopalocystis grandis,1
Platypeltoides' hammondi,Rhopalocystis havliceki,1
Platypeltoides' hammondi,Rhopalocystis zagoraensis,1
Platypeltoides' hammondi,Lingulocystis elongata,1
Platypeltoides' hammondi,cf. Pareocrinus,1
Platypeltoides' hammondi,Eocrinoidea indet. sp. 1,1
Platypeltoides' hammondi,Eocrinoidea indet. sp. 2,1
Platypeltoides' hammondi,Eocrinoidea indet.,1
Platypeltoides' hammondi,Aethocrinus cf. moorei,1
Platypeltoides' hammondi,Rhenopyrgid indet.,1
Platypeltoides' hammondi,Amygdalotheca griffei,1
Platypeltoides' hammondi,Anatifopsis trapeziiformis,1
Platypeltoides' hammondi,Aspidocarpus sp.,1
Platypeltoides' hammondi,Chauvelicystis ubaghsi,1
Platypeltoides' hammondi,Chauvelicystis spinosa,1
Platypeltoides' hammondi,Chauvelicystis vizcainoi,1
Platypeltoides' hammondi,Sokkaejaecystis sp. 1,1
Platypeltoides' hammondi,Sokkaejaecystis sp. 2,1
Platypeltoides' hammondi,"Cornuta n. gen. 1, n. sp.",1
Platypeltoides' hammondi,"Cornuta n. gen. 2, n. sp.",1
Platypeltoides' hammondi,Flabellicarpus rushtoni,1
Platypeltoides' hammondi,Galliaecystis n. sp.,1
Platypeltoides' hammondi,Galliaecystis ubaghsi,1
Platypeltoides' hammondi,Hanusia n. sp.,1
Platypeltoides' hammondi,Lagynocystis pyramidalis,1
Platypeltoides' hammondi,Nanocarpus cf. dolambii,1
Platypeltoides' hammondi,Phyllocystis blayaci,1
Platypeltoides' hammondi,Procothurnocystis n. sp.,1
Platypeltoides' hammondi,Prokopicystis sp.,1
Platypeltoides' hammondi,Bohemiaecystis n. sp.,1
Platypeltoides' hammondi,Vizcainocarpus sp.,1
Platypeltoides' hammondi,Peltocystis cornuta,1
Platypeltoides' hammondi,Macrocystella bohemica,1
Platypeltoides' hammondi,Elegantilites sp. A,1
Platypeltoides' hammondi,Tarfaya sp.,1
Platypeltoides' hammondi,Wosekella filiola,1
Platypeltoides' hammondi,Sedlecilingula sp.,1
Platypeltoides' hammondi,Lingulella lata?,1
Platypeltoides' hammondi,Glossella sp.,1
Platypeltoides' hammondi,Rafanoglossa inversa,1
Platypeltoides' hammondi,Spondyglossella? sp.,1
Platypeltoides' hammondi,Thysanotos cf. siluricus,1
Platypeltoides' hammondi,Lacunites punctum,1
Platypeltoides' hammondi,Nothorthis sp.,1
Platypeltoides' hammondi,Nanorthis sp.,1
Platypeltoides' hammondi,Kvania sp.,1
Platypeltoides' hammondi,Incorthis sp.,1
Platypeltoides' hammondi,Nocturnellia sp.,1
Platypeltoides' hammondi,Ribeiria cf. personata,1
Platypeltoides' hammondi,Selkirkia tsering,2
Platypeltoides' hammondi,Symphysurina sp.,1
Platypeltoides' hammondi,Niobella sp.,1
Playpeltoides' carmenae,Benthic detritus,1
Playpeltoides' carmenae,Plectorthis simplex,1
Playpeltoides' carmenae,Angusticardinia sp.,1
Playpeltoides' carmenae,Wosekella maghribi  ,1
Playpeltoides' carmenae,Celdobolus mirandus,1
Playpeltoides' carmenae,Redonia michelae,1
Playpeltoides' carmenae,Carcassonnella sp.,1
Playpeltoides' carmenae,Wiwaxiid,1
Playpeltoides' carmenae,Furca sp. 1,1
Playpeltoides' carmenae,Furca sp. 2,1
Playpeltoides' carmenae,Furca sp. 3,1
Playpeltoides' carmenae,Enosiaspis hrungnir,1
Playpeltoides' carmenae,Setapedites abundantis,1
Playpeltoides' carmenae,Tariccoia tazagurtensis,1
Playpeltoides' carmenae,Cheloniellid,1
Playpeltoides' carmenae,Apatokephalus cf. incisus,1
Playpeltoides' carmenae,Orometopus sp.,1
Playpeltoides' carmenae,Toletanaspis aff. borni,1
Playpeltoides' carmenae,Colpocoryphe thorali,1
Playpeltoides' carmenae,Agerina quadrata,1
Playpeltoides' carmenae,Geragnostus sp.,1
Playpeltoides' carmenae,Ampyx priscus,1
Playpeltoides' carmenae,Parabathycheilus gallicus,1
Playpeltoides' carmenae,Nileus deynouxi,1
Playpeltoides' carmenae,Palaeosphaeronites sp.,1
Playpeltoides' carmenae,Palaeosphaeronites? prokopi,1
Playpeltoides' carmenae,Aristocystites cf. bohemicus (sinuous?),1
Playpeltoides' carmenae,Balantiocystis regnelli,1
Playpeltoides' carmenae,Rhopalocystis destombesi,1
Playpeltoides' carmenae,Rhopalocystis fraga,1
Playpeltoides' carmenae,Rhopalocystis grandis,1
Playpeltoides' carmenae,Rhopalocystis havliceki,1
Playpeltoides' carmenae,Rhopalocystis zagoraensis,1
Playpeltoides' carmenae,Lingulocystis elongata,1
Playpeltoides' carmenae,cf. Pareocrinus,1
Playpeltoides' carmenae,Eocrinoidea indet. sp. 1,1
Playpeltoides' carmenae,Eocrinoidea indet. sp. 2,1
Playpeltoides' carmenae,Eocrinoidea indet.,1
Playpeltoides' carmenae,Aethocrinus cf. moorei,1
Playpeltoides' carmenae,Rhenopyrgid indet.,1
Playpeltoides' carmenae,Amygdalotheca griffei,1
Playpeltoides' carmenae,Anatifopsis trapeziiformis,1
Playpeltoides' carmenae,Aspidocarpus sp.,1
Playpeltoides' carmenae,Chauvelicystis ubaghsi,1
Playpeltoides' carmenae,Chauvelicystis spinosa,1
Playpeltoides' carmenae,Chauvelicystis vizcainoi,1
Playpeltoides' carmenae,Sokkaejaecystis sp. 1,1
Playpeltoides' carmenae,Sokkaejaecystis sp. 2,1
Playpeltoides' carmenae,"Cornuta n. gen. 1, n. sp.",1
Playpeltoides' carmenae,"Cornuta n. gen. 2, n. sp.",1
Playpeltoides' carmenae,Flabellicarpus rushtoni,1
Playpeltoides' carmenae,Galliaecystis n. sp.,1
Playpeltoides' carmenae,Galliaecystis ubaghsi,1
Playpeltoides' carmenae,Hanusia n. sp.,1
Playpeltoides' carmenae,Lagynocystis pyramidalis,1
Playpeltoides' carmenae,Nanocarpus cf. dolambii,1
Playpeltoides' carmenae,Phyllocystis blayaci,1
Playpeltoides' carmenae,Procothurnocystis n. sp.,1
Playpeltoides' carmenae,Prokopicystis sp.,1
Playpeltoides' carmenae,Bohemiaecystis n. sp.,1
Playpeltoides' carmenae,Vizcainocarpus sp.,1
Playpeltoides' carmenae,Peltocystis cornuta,1
Playpeltoides' carmenae,Macrocystella bohemica,1
Playpeltoides' carmenae,Kiaerograptus'? sp. (slightly deflexed),1
Playpeltoides' carmenae,Webbyites felix,1
Playpeltoides' carmenae,Tarfaya sp.,1
Playpeltoides' carmenae,Lingulella lata?,1
Playpeltoides' carmenae,Obolidae indet.,1
Playpeltoides' carmenae,Orbithele tazagurta,1
Playpeltoides' carmenae,Euorthisina sp. 1,1
Playpeltoides' carmenae,Kvania sp.,1
Playpeltoides' carmenae,Tinzoulinorthis fasciata,1
Playpeltoides' carmenae,Tinzoulinorthis? sp.,1
Playpeltoides' carmenae,Incorthis sp.,1
Playpeltoides' carmenae,Nocturnellia sp.,1
Playpeltoides' carmenae,Indiligens sp.,1
Playpeltoides' carmenae,Cephalodiscid hemichordate,1
Symphysurus sicardi,Benthic detritus,1
Symphysurus sicardi,Plectorthis simplex,1
Symphysurus sicardi,Angusticardinia sp.,1
Symphysurus sicardi,Wosekella maghribi  ,1
Symphysurus sicardi,Celdobolus mirandus,1
Symphysurus sicardi,Redonia michelae,1
Symphysurus sicardi,Carcassonnella sp.,1
Symphysurus sicardi,Wiwaxiid,1
Symphysurus sicardi,Enosiaspis hrungnir,1
Symphysurus sicardi,Setapedites abundantis,1
Symphysurus sicardi,Tariccoia tazagurtensis,1
Symphysurus sicardi,Orometopus sp.,1
Symphysurus sicardi,Agerina quadrata,1
Symphysurus sicardi,Geragnostus sp.,1
Symphysurus sicardi,Ampyx priscus,1
Symphysurus sicardi,Parabathycheilus gallicus,1
Symphysurus sicardi,Nileus deynouxi,1
Symphysurus sicardi,Palaeosphaeronites sp.,1
Symphysurus sicardi,Palaeosphaeronites? prokopi,1
Symphysurus sicardi,Aristocystites cf. bohemicus (sinuous?),1
Symphysurus sicardi,Balantiocystis regnelli,1
Symphysurus sicardi,Rhopalocystis destombesi,1
Symphysurus sicardi,Rhopalocystis fraga,1
Symphysurus sicardi,Rhopalocystis grandis,1
Symphysurus sicardi,Rhopalocystis havliceki,1
Symphysurus sicardi,Rhopalocystis zagoraensis,1
Symphysurus sicardi,Lingulocystis elongata,1
Symphysurus sicardi,cf. Pareocrinus,1
Symphysurus sicardi,Eocrinoidea indet. sp. 1,1
Symphysurus sicardi,Eocrinoidea indet. sp. 2,1
Symphysurus sicardi,Eocrinoidea indet.,1
Symphysurus sicardi,Aethocrinus cf. moorei,1
Symphysurus sicardi,Rhenopyrgid indet.,1
Symphysurus sicardi,Amygdalotheca griffei,1
Symphysurus sicardi,Anatifopsis trapeziiformis,1
Symphysurus sicardi,Aspidocarpus sp.,1
Symphysurus sicardi,Chauvelicystis ubaghsi,1
Symphysurus sicardi,Chauvelicystis spinosa,1
Symphysurus sicardi,Chauvelicystis vizcainoi,1
Symphysurus sicardi,Sokkaejaecystis sp. 1,1
Symphysurus sicardi,Sokkaejaecystis sp. 2,1
Symphysurus sicardi,"Cornuta n. gen. 1, n. sp.",1
Symphysurus sicardi,"Cornuta n. gen. 2, n. sp.",1
Symphysurus sicardi,Flabellicarpus rushtoni,1
Symphysurus sicardi,Galliaecystis n. sp.,1
Symphysurus sicardi,Galliaecystis ubaghsi,1
Symphysurus sicardi,Lagynocystis pyramidalis,1
Symphysurus sicardi,Nanocarpus cf. dolambii,1
Symphysurus sicardi,Phyllocystis blayaci,1
Symphysurus sicardi,Procothurnocystis n. sp.,1
Symphysurus sicardi,Prokopicystis sp.,1
Symphysurus sicardi,Vizcainocarpus sp.,1
Symphysurus sicardi,Peltocystis cornuta,1
Symphysurus sicardi,Macrocystella bohemica,1
Symphysurus sicardi,Kiaerograptus'? sp. (slightly deflexed),1
Symphysurus sicardi,Webbyites felix,1
Symphysurus sicardi,Lingulella lata?,1
Symphysurus sicardi,Obolidae indet.,1
Symphysurus sicardi,Orbithele tazagurta,1
Symphysurus sicardi,Euorthisina sp. 1,1
Symphysurus sicardi,Tinzoulinorthis fasciata,1
Symphysurus sicardi,Tinzoulinorthis? sp.,1
Symphysurus sicardi,Incorthis sp.,1
Symphysurus sicardi,Nocturnellia sp.,1
Symphysurus sicardi,Indiligens sp.,1
Symphysurus sicardi,Cephalodiscid hemichordate,1
Symphysurus ebbestadi,Benthic detritus,1
Symphysurus ebbestadi,Plectorthis simplex,1
Symphysurus ebbestadi,Angusticardinia sp.,1
Symphysurus ebbestadi,Wosekella maghribi  ,1
Symphysurus ebbestadi,Celdobolus mirandus,1
Symphysurus ebbestadi,Redonia michelae,1
Symphysurus ebbestadi,Carcassonnella sp.,1
Symphysurus ebbestadi,Wiwaxiid,1
Symphysurus ebbestadi,Enosiaspis hrungnir,1
Symphysurus ebbestadi,Setapedites abundantis,1
Symphysurus ebbestadi,Tariccoia tazagurtensis,1
Symphysurus ebbestadi,Orometopus sp.,1
Symphysurus ebbestadi,Agerina quadrata,1
Symphysurus ebbestadi,Geragnostus sp.,1
Symphysurus ebbestadi,Ampyx priscus,1
Symphysurus ebbestadi,Parabathycheilus gallicus,1
Symphysurus ebbestadi,Nileus deynouxi,1
Symphysurus ebbestadi,Palaeosphaeronites sp.,1
Symphysurus ebbestadi,Palaeosphaeronites? prokopi,1
Symphysurus ebbestadi,Aristocystites cf. bohemicus (sinuous?),1
Symphysurus ebbestadi,Balantiocystis regnelli,1
Symphysurus ebbestadi,Rhopalocystis destombesi,1
Symphysurus ebbestadi,Rhopalocystis fraga,1
Symphysurus ebbestadi,Rhopalocystis grandis,1
Symphysurus ebbestadi,Rhopalocystis havliceki,1
Symphysurus ebbestadi,Rhopalocystis zagoraensis,1
Symphysurus ebbestadi,Lingulocystis elongata,1
Symphysurus ebbestadi,cf. Pareocrinus,1
Symphysurus ebbestadi,Eocrinoidea indet. sp. 1,1
Symphysurus ebbestadi,Eocrinoidea indet. sp. 2,1
Symphysurus ebbestadi,Eocrinoidea indet.,1
Symphysurus ebbestadi,Aethocrinus cf. moorei,1
Symphysurus ebbestadi,Rhenopyrgid indet.,1
Symphysurus ebbestadi,Amygdalotheca griffei,1
Symphysurus ebbestadi,Anatifopsis trapeziiformis,1
Symphysurus ebbestadi,Aspidocarpus sp.,1
Symphysurus ebbestadi,Chauvelicystis ubaghsi,1
Symphysurus ebbestadi,Chauvelicystis spinosa,1
Symphysurus ebbestadi,Chauvelicystis vizcainoi,1
Symphysurus ebbestadi,Sokkaejaecystis sp. 1,1
Symphysurus ebbestadi,Sokkaejaecystis sp. 2,1
Symphysurus ebbestadi,"Cornuta n. gen. 1, n. sp.",1
Symphysurus ebbestadi,"Cornuta n. gen. 2, n. sp.",1
Symphysurus ebbestadi,Flabellicarpus rushtoni,1
Symphysurus ebbestadi,Galliaecystis n. sp.,1
Symphysurus ebbestadi,Galliaecystis ubaghsi,1
Symphysurus ebbestadi,Lagynocystis pyramidalis,1
Symphysurus ebbestadi,Nanocarpus cf. dolambii,1
Symphysurus ebbestadi,Phyllocystis blayaci,1
Symphysurus ebbestadi,Procothurnocystis n. sp.,1
Symphysurus ebbestadi,Prokopicystis sp.,1
Symphysurus ebbestadi,Vizcainocarpus sp.,1
Symphysurus ebbestadi,Peltocystis cornuta,1
Symphysurus ebbestadi,Macrocystella bohemica,1
Symphysurus ebbestadi,Kiaerograptus'? sp. (slightly deflexed),1
Symphysurus ebbestadi,Webbyites felix,1
Symphysurus ebbestadi,Tarfaya sp.,1
Symphysurus ebbestadi,Lingulella lata?,1
Symphysurus ebbestadi,Obolidae indet.,1
Symphysurus ebbestadi,Orbithele tazagurta,1
Symphysurus ebbestadi,Euorthisina sp. 1,1
Symphysurus ebbestadi,Kvania sp.,1
Symphysurus ebbestadi,Tinzoulinorthis fasciata,1
Symphysurus ebbestadi,Tinzoulinorthis? sp.,1
Symphysurus ebbestadi,Incorthis sp.,1
Symphysurus ebbestadi,Nocturnellia sp.,1
Symphysurus ebbestadi,Indiligens sp.,1
Symphysurus ebbestadi,Cephalodiscid hemichordate,1
Symphysurus sp.,Benthic detritus,1
Symphysurus sp.,Plectorthis simplex,1
Symphysurus sp.,Angusticardinia sp.,1
Symphysurus sp.,Wosekella maghribi  ,1
Symphysurus sp.,Celdobolus mirandus,1
Symphysurus sp.,Redonia michelae,1
Symphysurus sp.,Carcassonnella sp.,1
Symphysurus sp.,Wiwaxiid,1
Symphysurus sp.,Furca sp. 1,1
Symphysurus sp.,Furca sp. 2,1
Symphysurus sp.,Furca sp. 3,1
Symphysurus sp.,Enosiaspis hrungnir,1
Symphysurus sp.,Setapedites abundantis,1
Symphysurus sp.,Tariccoia tazagurtensis,1
Symphysurus sp.,Cheloniellid,1
Symphysurus sp.,Apatokephalus cf. incisus,1
Symphysurus sp.,Orometopus sp.,1
Symphysurus sp.,Toletanaspis aff. borni,1
Symphysurus sp.,Colpocoryphe thorali,1
Symphysurus sp.,Agerina quadrata,1
Symphysurus sp.,Geragnostus sp.,1
Symphysurus sp.,Ampyx priscus,1
Symphysurus sp.,Parabathycheilus gallicus,1
Symphysurus sp.,Nileus deynouxi,1
Symphysurus sp.,Palaeosphaeronites sp.,1
Symphysurus sp.,Palaeosphaeronites? prokopi,1
Symphysurus sp.,Aristocystites cf. bohemicus (sinuous?),1
Symphysurus sp.,Balantiocystis regnelli,1
Symphysurus sp.,Rhopalocystis destombesi,1
Symphysurus sp.,Rhopalocystis fraga,1
Symphysurus sp.,Rhopalocystis grandis,1
Symphysurus sp.,Rhopalocystis havliceki,1
Symphysurus sp.,Rhopalocystis zagoraensis,1
Symphysurus sp.,Lingulocystis elongata,1
Symphysurus sp.,cf. Pareocrinus,1
Symphysurus sp.,Eocrinoidea indet. sp. 1,1
Symphysurus sp.,Eocrinoidea indet. sp. 2,1
Symphysurus sp.,Eocrinoidea indet.,1
Symphysurus sp.,Aethocrinus cf. moorei,1
Symphysurus sp.,Rhenopyrgid indet.,1
Symphysurus sp.,Amygdalotheca griffei,1
