Cons._sp.,Resource_sp.,Certainty level
Neseuretus cf. attenuatus,Rhopalocystis grandis,1
Neseuretus cf. attenuatus,Rhopalocystis havliceki,1
Neseuretus cf. attenuatus,Rhopalocystis zagoraensis,1
Neseuretus cf. attenuatus,Lingulocystis elongata,1
Neseuretus cf. attenuatus,cf. Pareocrinus,1
Neseuretus cf. attenuatus,Eocrinoidea indet. sp. 1,1
Neseuretus cf. attenuatus,Eocrinoidea indet. sp. 2,1
Neseuretus cf. attenuatus,Eocrinoidea indet.,1
Neseuretus cf. attenuatus,Aethocrinus cf. moorei,1
Neseuretus cf. attenuatus,Rhenopyrgid indet.,1
Neseuretus cf. attenuatus,Amygdalotheca griffei,1
Neseuretus cf. attenuatus,Anatifopsis trapeziiformis,1
Neseuretus cf. attenuatus,Aspidocarpus sp.,1
Neseuretus cf. attenuatus,Chauvelicystis ubaghsi,1
Neseuretus cf. attenuatus,Chauvelicystis spinosa,1
Neseuretus cf. attenuatus,Chauvelicystis vizcainoi,1
Neseuretus cf. attenuatus,Sokkaejaecystis sp. 1,1
Neseuretus cf. attenuatus,Sokkaejaecystis sp. 2,1
Neseuretus cf. attenuatus,"Cornuta n. gen. 1, n. sp.",1
Neseuretus cf. attenuatus,"Cornuta n. gen. 2, n. sp.",1
Neseuretus cf. attenuatus,Flabellicarpus rushtoni,1
Neseuretus cf. attenuatus,Galliaecystis n. sp.,1
Neseuretus cf. attenuatus,Galliaecystis ubaghsi,1
Neseuretus cf. attenuatus,Hanusia n. sp.,1
Neseuretus cf. attenuatus,Lagynocystis pyramidalis,1
Neseuretus cf. attenuatus,Nanocarpus cf. dolambii,1
Neseuretus cf. attenuatus,Phyllocystis blayaci,1
Neseuretus cf. attenuatus,Procothurnocystis n. sp.,1
Neseuretus cf. attenuatus,Prokopicystis sp.,1
Neseuretus cf. attenuatus,Bohemiaecystis n. sp.,1
Neseuretus cf. attenuatus,Vizcainocarpus sp.,1
Neseuretus cf. attenuatus,Peltocystis cornuta,1
Neseuretus cf. attenuatus,Macrocystella bohemica,1
Neseuretus cf. attenuatus,Kiaerograptus'? sp. (slightly deflexed),1
Neseuretus cf. attenuatus,Webbyites felix,1
Neseuretus cf. attenuatus,Tarfaya sp.,1
Neseuretus cf. attenuatus,Wosekella filiola,1
Neseuretus cf. attenuatus,Lingulella lata?,1
Neseuretus cf. attenuatus,Glossella sp.,1
Neseuretus cf. attenuatus,Rafanoglossa inversa,1
Neseuretus cf. attenuatus,Spondyglossella? sp.,1
Neseuretus cf. attenuatus,Obolidae indet.,1
Neseuretus cf. attenuatus,Orbithele tazagurta,1
Neseuretus cf. attenuatus,Lacunites punctum,1
Neseuretus cf. attenuatus,Nothorthis sp.,1
Neseuretus cf. attenuatus,Nanorthis sp.,1
Neseuretus cf. attenuatus,Euorthisina sp. 1,1
Neseuretus cf. attenuatus,Kvania sp.,1
Neseuretus cf. attenuatus,Tinzoulinorthis fasciata,1
Neseuretus cf. attenuatus,Tinzoulinorthis? sp.,1
Neseuretus cf. attenuatus,Incorthis sp.,1
Neseuretus cf. attenuatus,Nocturnellia sp.,1
Neseuretus cf. attenuatus,Ribeiria cf. personata,1
Neseuretus cf. attenuatus,Selkirkia tsering,2
Neseuretus cf. attenuatus,Indiligens sp.,1
Neseuretus cf. attenuatus,Cephalodiscid hemichordate,1
Pradoella sp.,Benthic detritus,1
Pradoella sp.,Plectorthis simplex,1
Pradoella sp.,Angusticardinia sp.,1
Pradoella sp.,Wosekella maghribi  ,1
Pradoella sp.,Celdobolus mirandus,1
Pradoella sp.,Babinka prima,1
Pradoella sp.,Redonia michelae,1
Pradoella sp.,Pelecyogyra fezouataensis,1
Pradoella sp.,Wiwaxiid,1
Pradoella sp.,Calvapilosa kroegeri,1
Pradoella sp.,Palaeoscolex cf. tenensis,2
Pradoella sp.,Furca sp. 1,1
Pradoella sp.,Furca sp. 2,1
Pradoella sp.,Furca sp. 3,1
Pradoella sp.,Enosiaspis hrungnir,1
Pradoella sp.,Setapedites abundantis,1
Pradoella sp.,Xiphosurid,1
Pradoella sp.,Tariccoia tazagurtensis,1
Pradoella sp.,Cheloniellid,1
Pradoella sp.,Asaphellus sp aff. jujuanus,1
Pradoella sp.,Symphysurus sicardi,1
Pradoella sp.,Symphysurus ebbestadi,1
Pradoella sp.,Symphysurus sp.,1
Pradoella sp.,Apatokephalus cf. incisus,1
Pradoella sp.,Orometopus sp.,1
Pradoella sp.,Foulonia peregrina,1
Pradoella sp.,Toletanaspis aff. borni,1
Pradoella sp.,Bavarilla zemmourensis,1
Pradoella sp.,Colpocoryphe thorali,1
Pradoella sp.,Colpocoryphe pradesensis,1
Pradoella sp.,Pharostomina sp. ,1
Pradoella sp.,Agerina quadrata,1
Pradoella sp.,Euloma sp.,1
Pradoella sp.,Geragnostus sp.,1
Pradoella sp.,Ampyx priscus,1
Pradoella sp.,Parabathycheilus gallicus,1
Pradoella sp.,Anacheirurus adserai,1
Pradoella sp.,Eoharpes sp.,1
Pradoella sp.,Nileus deynouxi,1
Pradoella sp.,Villebrunaster fezouataensis,1
Pradoella sp.,Palaeosphaeronites sp.,1
Pradoella sp.,Palaeosphaeronites? prokopi,1
Pradoella sp.,Aristocystites cf. bohemicus (sinuous?),1
Pradoella sp.,Balantiocystis regnelli,1
Pradoella sp.,Rhopalocystis destombesi,1
Pradoella sp.,Rhopalocystis fraga,1
Pradoella sp.,Rhopalocystis grandis,1
Pradoella sp.,Rhopalocystis havliceki,1
Pradoella sp.,Rhopalocystis zagoraensis,1
Pradoella sp.,Lingulocystis elongata,1
Pradoella sp.,cf. Pareocrinus,1
Pradoella sp.,Eocrinoidea indet. sp. 1,1
Pradoella sp.,Eocrinoidea indet. sp. 2,1
Pradoella sp.,Eocrinoidea indet.,1
Pradoella sp.,Aethocrinus cf. moorei,1
Pradoella sp.,Rhenopyrgid indet.,1
Pradoella sp.,Amygdalotheca griffei,1
Pradoella sp.,Anatifopsis trapeziiformis,1
Pradoella sp.,Aspidocarpus sp.,1
Pradoella sp.,Chauvelicystis ubaghsi,1
Pradoella sp.,Chauvelicystis spinosa,1
Pradoella sp.,Chauvelicystis vizcainoi,1
Pradoella sp.,Sokkaejaecystis sp. 1,1
Pradoella sp.,Sokkaejaecystis sp. 2,1
Pradoella sp.,"Cornuta n. gen. 1, n. sp.",1
Pradoella sp.,"Cornuta n. gen. 2, n. sp.",1
Pradoella sp.,Flabellicarpus rushtoni,1
Pradoella sp.,Galliaecystis n. sp.,1
Pradoella sp.,Galliaecystis ubaghsi,1
Pradoella sp.,Hanusia n. sp.,1
Pradoella sp.,Lagynocystis pyramidalis,1
Pradoella sp.,Nanocarpus cf. dolambii,1
Pradoella sp.,Phyllocystis blayaci,1
Pradoella sp.,Procothurnocystis n. sp.,1
Pradoella sp.,Prokopicystis sp.,1
Pradoella sp.,Bohemiaecystis n. sp.,1
Pradoella sp.,Vizcainocarpus sp.,1
Pradoella sp.,Peltocystis cornuta,1
Pradoella sp.,Macrocystella bohemica,1
Pradoella sp.,Elegantilites sp. A,1
Pradoella sp.,Tarfaya sp.,1
Pradoella sp.,Wosekella filiola,1
Pradoella sp.,Sedlecilingula sp.,1
Pradoella sp.,Lingulella lata?,1
Pradoella sp.,Glossella sp.,1
Pradoella sp.,Rafanoglossa inversa,1
Pradoella sp.,Spondyglossella? sp.,1
Pradoella sp.,Thysanotos cf. siluricus,1
Pradoella sp.,Lacunites punctum,1
Pradoella sp.,Nothorthis sp.,1
Pradoella sp.,Nanorthis sp.,1
Pradoella sp.,Kvania sp.,1
Pradoella sp.,Incorthis sp.,1
Pradoella sp.,Nocturnellia sp.,1
Pradoella sp.,Ribeiria cf. personata,1
Pradoella sp.,Selkirkia tsering,2
Pradoella sp.,Symphysurina sp.,1
Pradoella sp.,Niobella sp.,1
Parabathycheilus gallicus,Benthic detritus,2
Anacheirurus adserai,Benthic detritus,1
Anacheirurus adserai,Plectorthis simplex,1
Anacheirurus adserai,Angusticardinia sp.,1
Anacheirurus adserai,Wosekella maghribi  ,1
Anacheirurus adserai,Celdobolus mirandus,1
Anacheirurus adserai,Redonia michelae,1
Anacheirurus adserai,Carcassonnella sp.,1
Anacheirurus adserai,Wiwaxiid,1
Anacheirurus adserai,Enosiaspis hrungnir,1
Anacheirurus adserai,Setapedites abundantis,1
Anacheirurus adserai,Tariccoia tazagurtensis,1
Anacheirurus adserai,Orometopus sp.,1
Anacheirurus adserai,Agerina quadrata,1
Anacheirurus adserai,Geragnostus sp.,1
Anacheirurus adserai,Ampyx priscus,1
Anacheirurus adserai,Parabathycheilus gallicus,1
Anacheirurus adserai,Nileus deynouxi,1
Anacheirurus adserai,Palaeosphaeronites sp.,1
Anacheirurus adserai,Palaeosphaeronites? prokopi,1
Anacheirurus adserai,Aristocystites cf. bohemicus (sinuous?),1
Anacheirurus adserai,Balantiocystis regnelli,1
Anacheirurus adserai,Rhopalocystis destombesi,1
Anacheirurus adserai,Rhopalocystis fraga,1
Anacheirurus adserai,Rhopalocystis grandis,1
Anacheirurus adserai,Rhopalocystis havliceki,1
Anacheirurus adserai,Rhopalocystis zagoraensis,1
Anacheirurus adserai,Lingulocystis elongata,1
Anacheirurus adserai,cf. Pareocrinus,1
Anacheirurus adserai,Eocrinoidea indet. sp. 1,1
Anacheirurus adserai,Eocrinoidea indet. sp. 2,1
Anacheirurus adserai,Eocrinoidea indet.,1
Anacheirurus adserai,Aethocrinus cf. moorei,1
Anacheirurus adserai,Rhenopyrgid indet.,1
Anacheirurus adserai,Amygdalotheca griffei,1
Anacheirurus adserai,Anatifopsis trapeziiformis,1
Anacheirurus adserai,Aspidocarpus sp.,1
Anacheirurus adserai,Chauvelicystis ubaghsi,1
Anacheirurus adserai,Chauvelicystis spinosa,1
Anacheirurus adserai,Chauvelicystis vizcainoi,1
Anacheirurus adserai,Sokkaejaecystis sp. 1,1
Anacheirurus adserai,Sokkaejaecystis sp. 2,1
Anacheirurus adserai,"Cornuta n. gen. 1, n. sp.",1
Anacheirurus adserai,"Cornuta n. gen. 2, n. sp.",1
Anacheirurus adserai,Flabellicarpus rushtoni,1
Anacheirurus adserai,Galliaecystis n. sp.,1
Anacheirurus adserai,Galliaecystis ubaghsi,1
Anacheirurus adserai,Lagynocystis pyramidalis,1
Anacheirurus adserai,Nanocarpus cf. dolambii,1
Anacheirurus adserai,Phyllocystis blayaci,1
Anacheirurus adserai,Procothurnocystis n. sp.,1
Anacheirurus adserai,Prokopicystis sp.,1
Anacheirurus adserai,Vizcainocarpus sp.,1
Anacheirurus adserai,Peltocystis cornuta,1
Anacheirurus adserai,Macrocystella bohemica,1
Anacheirurus adserai,Kiaerograptus'? sp. (slightly deflexed),1
Anacheirurus adserai,Webbyites felix,1
Anacheirurus adserai,Tarfaya sp.,1
Anacheirurus adserai,Lingulella lata?,1
Anacheirurus adserai,Obolidae indet.,1
Anacheirurus adserai,Orbithele tazagurta,1
Anacheirurus adserai,Euorthisina sp. 1,1
Anacheirurus adserai,Kvania sp.,1
Anacheirurus adserai,Tinzoulinorthis fasciata,1
Anacheirurus adserai,Tinzoulinorthis? sp.,1
Anacheirurus adserai,Incorthis sp.,1
Anacheirurus adserai,Nocturnellia sp.,1
Anacheirurus adserai,Indiligens sp.,1
Anacheirurus adserai,Cephalodiscid hemichordate,1
Eoharpes sp.,suspended organic matter,2
Eoharpes sp.,Benthic detritus,2
Nileus deynouxi,Benthic detritus,1
Nileus deynouxi,Plectorthis simplex,1
Nileus deynouxi,Angusticardinia sp.,1
Nileus deynouxi,Celdobolus mirandus,1
Nileus deynouxi,Redonia michelae,1
Nileus deynouxi,Carcassonnella sp.,1
Nileus deynouxi,Wiwaxiid,1
Nileus deynouxi,Setapedites abundantis,1
Nileus deynouxi,Balantiocystis regnelli,1
Nileus deynouxi,Rhopalocystis destombesi,1
Nileus deynouxi,Rhopalocystis fraga,1
Nileus deynouxi,Rhopalocystis grandis,1
Nileus deynouxi,Rhopalocystis havliceki,1
Nileus deynouxi,Rhopalocystis zagoraensis,1
Nileus deynouxi,Lingulocystis elongata,1
Nileus deynouxi,cf. Pareocrinus,1
Nileus deynouxi,Eocrinoidea indet. sp. 1,1
Nileus deynouxi,Eocrinoidea indet. sp. 2,1
Nileus deynouxi,Eocrinoidea indet.,1
Nileus deynouxi,Aethocrinus cf. moorei,1
Nileus deynouxi,Chauvelicystis ubaghsi,1
Nileus deynouxi,Chauvelicystis spinosa,1
Nileus deynouxi,Chauvelicystis vizcainoi,1
Nileus deynouxi,Sokkaejaecystis sp. 1,1
Nileus deynouxi,Sokkaejaecystis sp. 2,1
Nileus deynouxi,Peltocystis cornuta,1
Nileus deynouxi,Kiaerograptus'? sp. (slightly deflexed),1
Nileus deynouxi,Webbyites felix,1
Nileus deynouxi,Obolidae indet.,1
Nileus deynouxi,Orbithele tazagurta,1
Nileus deynouxi,Euorthisina sp. 1,1
Nileus deynouxi,Tinzoulinorthis fasciata,1
Nileus deynouxi,Tinzoulinorthis? sp.,1
Nileus deynouxi,Nocturnellia sp.,1
Nileus deynouxi,Indiligens sp.,1
Nileus deynouxi,Cephalodiscid hemichordate,1
Indiligens,leptomitid A,2
Indiligens,leptomitid B,2
Indiligens,Choia sp.,2
Indiligens,Choia sp. B,2
Indiligens,Choiaella sp.,2
Indiligens,Choiid A,2
Indiligens,Choiid B,2
Indiligens,Choiid C,2
Indiligens,Hamptonia sp.,2
Indiligens,Pirania auraeum,2
Indiligens,Pellipirania gloria,2
Indiligens,piraniid A,2
Indiligens,hazeliid,2
Indiligens,Clonograptus rigidus,2
Indiligens,Clonograptus multiplex,2
Indiligens,Kiaerograptus'? sp. (slightly deflexed),2
Indiligens,Hunnegraptus copiosus??,2
Indiligens, 'Kiaerograptus' supremus,2
Indiligens,Calyxdendrum amicabilis,2
Indiligens,Paradelograptus norvegicus,2
Indiligens,Paradelograptus tenuis,2
Indiligens,Paratemnograptus magnificus,2
Indiligens, 'Tetragraptus' bulmani,2
Indiligens,Tetragraptus sp. (3-stiped),2
Indiligens,Sagenograptus murrayi,2
Indiligens,Rhabdinopora anglica,2
Indiligens,Rhabdinopora flabelliforme,2
Indiligens,Rhabdinopora socialis,2
Indiligens,Rhabdinopora canadensis,2
Indiligens,Adelograptus tenellus,2
Indiligens,Choristograptus louai,2
Indiligens,Ancoragraptus bulmani,2
Indiligens,Calyxdendrum n. sp.,2
Indiligens,Paradelograptus cf. antiquus,2
Symphysurina sp.,Benthic detritus,1
Symphysurina sp.,Plectorthis simplex,1
Symphysurina sp.,Angusticardinia sp.,1
Symphysurina sp.,Wosekella maghribi  ,1
Symphysurina sp.,Celdobolus mirandus,1
Symphysurina sp.,Redonia michelae,1
Symphysurina sp.,Carcassonnella sp.,1
Symphysurina sp.,Wiwaxiid,1
Symphysurina sp.,Enosiaspis hrungnir,1
Symphysurina sp.,Setapedites abundantis,1
Symphysurina sp.,Tariccoia tazagurtensis,1
Symphysurina sp.,Orometopus sp.,1
Symphysurina sp.,Agerina quadrata,1
Symphysurina sp.,Geragnostus sp.,1
Symphysurina sp.,Ampyx priscus,1
Symphysurina sp.,Parabathycheilus gallicus,1
Symphysurina sp.,Nileus deynouxi,1
Symphysurina sp.,Palaeosphaeronites sp.,1
Symphysurina sp.,Palaeosphaeronites? prokopi,1
Symphysurina sp.,Aristocystites cf. bohemicus (sinuous?),1
Symphysurina sp.,Balantiocystis regnelli,1
Symphysurina sp.,Rhopalocystis destombesi,1
Symphysurina sp.,Rhopalocystis fraga,1
Symphysurina sp.,Rhopalocystis grandis,1
Symphysurina sp.,Rhopalocystis havliceki,1
Symphysurina sp.,Rhopalocystis zagoraensis,1
Symphysurina sp.,Lingulocystis elongata,1
Symphysurina sp.,cf. Pareocrinus,1
Symphysurina sp.,Eocrinoidea indet. sp. 1,1
Symphysurina sp.,Eocrinoidea indet. sp. 2,1
Symphysurina sp.,Eocrinoidea indet.,1
Symphysurina sp.,Aethocrinus cf. moorei,1
Symphysurina sp.,Rhenopyrgid indet.,1
Symphysurina sp.,Amygdalotheca griffei,1
Symphysurina sp.,Anatifopsis trapeziiformis,1
Symphysurina sp.,Aspidocarpus sp.,1
Symphysurina sp.,Chauvelicystis ubaghsi,1
Symphysurina sp.,Chauvelicystis spinosa,1
Symphysurina sp.,Chauvelicystis vizcainoi,1
Symphysurina sp.,Sokkaejaecystis sp. 1,1
Symphysurina sp.,Sokkaejaecystis sp. 2,1
Symphysurina sp.,"Cornuta n. gen. 1, n. sp.",1
Symphysurina sp.,"Cornuta n. gen. 2, n. sp.",1
Symphysurina sp.,Flabellicarpus rushtoni,1
Symphysurina sp.,Galliaecystis n. sp.,1
Symphysurina sp.,Galliaecystis ubaghsi,1
Symphysurina sp.,Lagynocystis pyramidalis,1
Symphysurina sp.,Nanocarpus cf. dolambii,1
Symphysurina sp.,Phyllocystis blayaci,1
Symphysurina sp.,Procothurnocystis n. sp.,1
Symphysurina sp.,Prokopicystis sp.,1
Symphysurina sp.,Vizcainocarpus sp.,1
Symphysurina sp.,Peltocystis cornuta,1
Symphysurina sp.,Macrocystella bohemica,1
Symphysurina sp.,Kiaerograptus'? sp. (slightly deflexed),1
Symphysurina sp.,Webbyites felix,1
Symphysurina sp.,Tarfaya sp.,1
Symphysurina sp.,Lingulella lata?,1
Symphysurina sp.,Obolidae indet.,1
Symphysurina sp.,Orbithele tazagurta,1
Symphysurina sp.,Euorthisina sp. 1,1
Symphysurina sp.,Kvania sp.,1
Symphysurina sp.,Tinzoulinorthis fasciata,1
Symphysurina sp.,Tinzoulinorthis? sp.,1
Symphysurina sp.,Incorthis sp.,1
Symphysurina sp.,Nocturnellia sp.,1
Symphysurina sp.,Indiligens sp.,1
Symphysurina sp.,Cephalodiscid hemichordate,1
Niobella sp.,Benthic detritus,1
Niobella sp.,Plectorthis simplex,1
Niobella sp.,Angusticardinia sp.,1
Niobella sp.,Redonia michelae,1
Niobella sp.,Carcassonnella sp.,1
Niobella sp.,Wiwaxiid,1
Niobella sp.,Enosiaspis hrungnir,1
Niobella sp.,Setapedites abundantis,1
Niobella sp.,Tariccoia tazagurtensis,1
Niobella sp.,Parabathycheilus gallicus,1
Niobella sp.,Palaeosphaeronites sp.,1
Niobella sp.,Palaeosphaeronites? prokopi,1
Niobella sp.,Aristocystites cf. bohemicus (sinuous?),1
Niobella sp.,Balantiocystis regnelli,1
Niobella sp.,Rhopalocystis destombesi,1
Niobella sp.,Rhopalocystis fraga,1
Niobella sp.,Rhopalocystis grandis,1
Niobella sp.,Rhopalocystis havliceki,1
Niobella sp.,Rhopalocystis zagoraensis,1
Niobella sp.,Lingulocystis elongata,1
Niobella sp.,cf. Pareocrinus,1
Niobella sp.,Eocrinoidea indet. sp. 1,1
Niobella sp.,Eocrinoidea indet. sp. 2,1
Niobella sp.,Eocrinoidea indet.,1
Niobella sp.,Aethocrinus cf. moorei,1
Niobella sp.,Rhenopyrgid indet.,1
Niobella sp.,Amygdalotheca griffei,1
Niobella sp.,Anatifopsis trapeziiformis,1
Niobella sp.,Aspidocarpus sp.,1
Niobella sp.,Chauvelicystis ubaghsi,1
Niobella sp.,Chauvelicystis spinosa,1
Niobella sp.,Chauvelicystis vizcainoi,1
Niobella sp.,Sokkaejaecystis sp. 1,1
Niobella sp.,Sokkaejaecystis sp. 2,1
Niobella sp.,"Cornuta n. gen. 1, n. sp.",1
Niobella sp.,"Cornuta n. gen. 2, n. sp.",1
Niobella sp.,Flabellicarpus rushtoni,1
Niobella sp.,Galliaecystis n. sp.,1
Niobella sp.,Galliaecystis ubaghsi,1
Niobella sp.,Lagynocystis pyramidalis,1
Niobella sp.,Nanocarpus cf. dolambii,1
Niobella sp.,Phyllocystis blayaci,1
Niobella sp.,Procothurnocystis n. sp.,1
Niobella sp.,Prokopicystis sp.,1
Niobella sp.,Vizcainocarpus sp.,1
Niobella sp.,Peltocystis cornuta,1
Niobella sp.,Macrocystella bohemica,1
Niobella sp.,Kiaerograptus'? sp. (slightly deflexed),1
Niobella sp.,Webbyites felix,1
Niobella sp.,Lingulella lata?,1
Niobella sp.,Obolidae indet.,1
Niobella sp.,Orbithele tazagurta,1
Niobella sp.,Euorthisina sp. 1,1
Niobella sp.,Tinzoulinorthis fasciata,1
Niobella sp.,Tinzoulinorthis? sp.,1
Niobella sp.,Incorthis sp.,1
Niobella sp.,Nocturnellia sp.,1
Niobella sp.,Indiligens sp.,1
Niobella sp.,Cephalodiscid hemichordate,1
Villebrunaster fezouataensis,phytoplankton,1
Villebrunaster fezouataensis,suspended organic matter,1
Villebrunaster fezouataensis,Zooplankton,1
Palaeosphaeronites sp.,phytoplankton,2
Palaeosphaeronites sp.,suspended organic matter,2
Palaeosphaeronites sp.,Zooplankton,2
Palaeosphaeronites? prokopi,phytoplankton,2
Palaeosphaeronites? prokopi,suspended organic matter,2
Palaeosphaeronites? prokopi,Zooplankton,2
Aristocystites cf. bohemicus (sinuous?),phytoplankton,2
Aristocystites cf. bohemicus (sinuous?),suspended organic matter,2
Aristocystites cf. bohemicus (sinuous?),Zooplankton,2
Balantiocystis regnelli,phytoplankton,2
Balantiocystis regnelli,suspended organic matter,2
Balantiocystis regnelli,Zooplankton,2
Rhopalocystis destombesi,phytoplankton,2
Rhopalocystis destombesi,suspended organic matter,2
Rhopalocystis destombesi,Zooplankton,2
Rhopalocystis fraga,phytoplankton,2
Rhopalocystis fraga,suspended organic matter,2
Rhopalocystis fraga,Zooplankton,2
Rhopalocystis grandis,phytoplankton,2
Rhopalocystis grandis,suspended organic matter,2
Rhopalocystis grandis,Zooplankton,2
Rhopalocystis havliceki,phytoplankton,2
Rhopalocystis havliceki,suspended organic matter,2
Rhopalocystis havliceki,Zooplankton,2
Rhopalocystis zagoraensis,phytoplankton,2
Rhopalocystis zagoraensis,suspended organic matter,2
Rhopalocystis zagoraensis,Zooplankton,2
Lingulocystis elongata,phytoplankton,2
Lingulocystis elongata,suspended organic matter,2
Lingulocystis elongata,Zooplankton,2
cf. Pareocrinus,phytoplankton,2
cf. Pareocrinus,suspended organic matter,2
cf. Pareocrinus,Zooplankton,2
Eocrinoidea indet. sp. 1,phytoplankton,2
Eocrinoidea indet. sp. 1,suspended organic matter,2
Eocrinoidea indet. sp. 1,Zooplankton,2
Eocrinoidea indet. sp. 2,phytoplankton,2
Eocrinoidea indet. sp. 2,suspended organic matter,2
Eocrinoidea indet. sp. 2,Zooplankton,2
Eocrinoidea indet.,phytoplankton,2
Eocrinoidea indet.,suspended organic matter,2
Eocrinoidea indet.,Zooplankton,2
Aethocrinus cf. moorei,phytoplankton,2
Aethocrinus cf. moorei,suspended organic matter,2
Aethocrinus cf. moorei,Zooplankton,2
Rhenopyrgid indet.,phytoplankton,2
Rhenopyrgid indet.,suspended organic matter,2
Rhenopyrgid indet.,Benthic detritus,1
Rhenopyrgid indet.,Zooplankton,2
Amygdalotheca griffei,phytoplankton,2
Amygdalotheca griffei,suspended organic matter,2
Amygdalotheca griffei,Benthic detritus,1
Amygdalotheca griffei,Zooplankton,2
Anatifopsis trapeziiformis,phytoplankton,2
Anatifopsis trapeziiformis,suspended organic matter,2
Anatifopsis trapeziiformis,Benthic detritus,1
Anatifopsis trapeziiformis,Zooplankton,2
Aspidocarpus sp.,phytoplankton,2
Aspidocarpus sp.,suspended organic matter,2
Aspidocarpus sp.,Benthic detritus,1
Aspidocarpus sp.,Zooplankton,2
Chauvelicystis ubaghsi,phytoplankton,2
Chauvelicystis ubaghsi,suspended organic matter,2
Chauvelicystis ubaghsi,Benthic detritus,1
Chauvelicystis ubaghsi,Zooplankton,2
Chauvelicystis spinosa,phytoplankton,2
Chauvelicystis spinosa,suspended organic matter,2
Chauvelicystis spinosa,Benthic detritus,1
Chauvelicystis spinosa,Zooplankton,2
Chauvelicystis vizcainoi,phytoplankton,2
Chauvelicystis vizcainoi,suspended organic matter,2
Chauvelicystis vizcainoi,Benthic detritus,1
Chauvelicystis vizcainoi,Zooplankton,2
Sokkaejaecystis sp. 1,phytoplankton,2
Sokkaejaecystis sp. 1,suspended organic matter,2
Sokkaejaecystis sp. 1,Benthic detritus,1
Sokkaejaecystis sp. 1,Zooplankton,2
Sokkaejaecystis sp. 2,phytoplankton,2
Sokkaejaecystis sp. 2,suspended organic matter,2
Sokkaejaecystis sp. 2,Benthic detritus,1
Sokkaejaecystis sp. 2,Zooplankton,2
"Cornuta n. gen. 1, n. sp.",phytoplankton,2
"Cornuta n. gen. 1, n. sp.",suspended organic matter,2
"Cornuta n. gen. 1, n. sp.",Benthic detritus,1
"Cornuta n. gen. 1, n. sp.",Zooplankton,2
"Cornuta n. gen. 2, n. sp.",phytoplankton,2
"Cornuta n. gen. 2, n. sp.",suspended organic matter,2
"Cornuta n. gen. 2, n. sp.",Benthic detritus,1
"Cornuta n. gen. 2, n. sp.",Zooplankton,2
Flabellicarpus rushtoni,phytoplankton,2
Flabellicarpus rushtoni,suspended organic matter,2
Flabellicarpus rushtoni,Benthic detritus,1
Flabellicarpus rushtoni,Zooplankton,2
Galliaecystis n. sp.,phytoplankton,2
Galliaecystis n. sp.,suspended organic matter,2
Galliaecystis n. sp.,Benthic detritus,1
Galliaecystis n. sp.,Zooplankton,2
Galliaecystis ubaghsi,phytoplankton,2
Galliaecystis ubaghsi,suspended organic matter,2
Galliaecystis ubaghsi,Benthic detritus,1
Galliaecystis ubaghsi,Zooplankton,2
Hanusia n. sp.,phytoplankton,2
Hanusia n. sp.,suspended organic matter,2
Hanusia n. sp.,Benthic detritus,1
Hanusia n. sp.,Zooplankton,2
Lagynocystis pyramidalis,phytoplankton,2
Lagynocystis pyramidalis,suspended organic matter,2
Lagynocystis pyramidalis,Benthic detritus,1
Lagynocystis pyramidalis,Zooplankton,2
Nanocarpus cf. dolambii,phytoplankton,2
Nanocarpus cf. dolambii,suspended organic matter,2
Nanocarpus cf. dolambii,Benthic detritus,1
Nanocarpus cf. dolambii,Zooplankton,2
Phyllocystis blayaci,phytoplankton,2
Phyllocystis blayaci,suspended organic matter,2
Phyllocystis blayaci,Benthic detritus,1
Phyllocystis blayaci,Zooplankton,2
Procothurnocystis n. sp.,phytoplankton,2
Procothurnocystis n. sp.,suspended organic matter,2
Procothurnocystis n. sp.,Benthic detritus,1
Procothurnocystis n. sp.,Zooplankton,2
Prokopicystis sp.,phytoplankton,2
Prokopicystis sp.,suspended organic matter,2
Prokopicystis sp.,Benthic detritus,1
Prokopicystis sp.,Zooplankton,2
Bohemiaecystis n. sp.,phytoplankton,2
Bohemiaecystis n. sp.,suspended organic matter,2
Bohemiaecystis n. sp.,Benthic detritus,1
Bohemiaecystis n. sp.,Zooplankton,2
Vizcainocarpus sp.,phytoplankton,2
Vizcainocarpus sp.,suspended organic matter,2
Vizcainocarpus sp.,Benthic detritus,1
Vizcainocarpus sp.,Zooplankton,2
Peltocystis cornuta,phytoplankton,2
Peltocystis cornuta,suspended organic matter,2
Peltocystis cornuta,Benthic detritus,1
Peltocystis cornuta,Zooplankton,2
Macrocystella bohemica,phytoplankton,2
Macrocystella bohemica,suspended organic matter,2
Macrocystella bohemica,Zooplankton,2
cf. Castericystis,phytoplankton,2
cf. Castericystis,suspended organic matter,2
cf. Castericystis,Zooplankton,2
Plasiacystis mobilis,Benthic detritus,2
Nimchacystis agterbosi,Benthic detritus,2
Clonograptus rigidus,phytoplankton,2
Clonograptus rigidus,suspended organic matter,2
Clonograptus multiplex,phytoplankton,2
Clonograptus multiplex,suspended organic matter,2
Kiaerograptus'? sp. (slightly deflexed),phytoplankton,2
Kiaerograptus'? sp. (slightly deflexed),suspended organic matter,2
Hunnegraptus copiosus??,phytoplankton,2
Hunnegraptus copiosus??,suspended organic matter,2
 'Kiaerograptus' supremus,phytoplankton,2
