Cons._sp.,Resource_sp.,Certainty level
Bathmoceras australe,Balanocystites primus,1
Bathmoceras australe,Bohemiaecystis,1
Bathmoceras australe,Chauvelicystis ubaghsi,1
Bathmoceras australe,Chauvelicystis spinosa,1
Bathmoceras australe,Chauvelicystis vizcainoi,1
Bathmoceras australe,Chauvelicystis sp.,1
Bathmoceras australe,"Chauvelicystid n. gen., n. sp. 1",1
Bathmoceras australe,"Chauvelicystid n. gen., n. sp. 2",1
Bathmoceras australe,Chinianocarpos sp.,1
Bathmoceras australe,"Cornuta n. gen. 1, n. sp.",1
Bathmoceras australe,"Cornuta n. gen. 2, n. sp.",1
Bathmoceras australe,Flabellicarpus rushtoni,1
Bathmoceras australe,Flabellicarpus?,1
Bathmoceras australe,Galliaecystis n. sp.,1
Bathmoceras australe,Galliaecystis ubaghsi,1
Bathmoceras australe,Hanusia n. sp.,1
Bathmoceras australe,Lagynocystis pyramidalis,1
Bathmoceras australe,Kirkocystidae?,1
Bathmoceras australe,Lyricocarpus courtessolei,1
Bathmoceras australe,Milonicystis sp.,1
Bathmoceras australe,Mitrocystitid indet. cf. Ovocarpus,1
Bathmoceras australe,Nanocarpus cf. dolambii,1
Bathmoceras australe,Phyllocystis blayaci,1
Bathmoceras australe,Phyllocystis sp.,1
Bathmoceras australe,Procothurnocystis n. sp.,1
Bathmoceras australe,Prokopicystis sp.,1
Bathmoceras australe,Thoralicystis zagoraensis,1
Bathmoceras australe,Thoralicystis n. sp.,1
Bathmoceras australe,Vizcainocarpus sp.,1
Bathmoceras australe,Cothurnocystid indetl.,1
Bathmoceras australe,Hanusiid indet.,1
Bathmoceras australe,Peltocystis cornuta,1
Bathmoceras australe,Scotiaevystis? sp.,1
Bathmoceras australe,Macrocystella sp.,1
Bathmoceras australe,Macrocystella bohemica,1
Bathmoceras australe,Macrocystella cf. mariae,1
Bathmoceras australe,Macrocystella tasseftensis,1
Bathmoceras australe,undet. Ophiuroidea,1
Bathmoceras australe,Clonograptus rigidus,1
Bathmoceras australe,Clonograptus flexibilis,1
Bathmoceras australe,Clonograptus flexilis,1
Bathmoceras australe,Clonograptus persistens,1
Bathmoceras australe,Clonograptus multiplex,1
Bathmoceras australe,Didymograptus cf. arcuatus,1
Bathmoceras australe,Didymograptus deflexus,1
Bathmoceras australe,Didymograptus extensus,1
Bathmoceras australe,Didymograptus v-fractus,1
Bathmoceras australe,Didymograptus intendus,1
Bathmoceras australe,Didymograptus pennatulus,1
Bathmoceras australe,Didymograptus nanus,1
Bathmoceras australe,Didymograptus nitidus,1
Bathmoceras australe,Didymograptus patulus,1
Bathmoceras australe,Didymograptus sparsus,1
Bathmoceras australe,"""Didymograptus sp. 1""",1
Bathmoceras australe,Didymograptus sp.,1
Bathmoceras australe,Didymograptid indet.,1
Bathmoceras australe,Dichograptidae?,1
Bathmoceras australe,Hunnegraptus copiosus,1
Bathmoceras australe, 'Kiaerograptus' supremus,1
Bathmoceras australe,Koremagraptus sp.,1
Bathmoceras australe,Paradelograptus norvegicus,1
Bathmoceras australe,Paradelograptus tenuis,1
Bathmoceras australe,Paratemnograptus magnificus,1
Bathmoceras australe,Tetragraptus cf. approximatus,1
Bathmoceras australe,Tetragraptus quadribrachiatus,1
Bathmoceras australe,Tetragraptus reclinatus,1
Bathmoceras australe,Tetragraptus serra,1
Bathmoceras australe,Tetragraptus tornquisti,1
Bathmoceras australe, 'Tetragraptus' bulmani,1
Bathmoceras australe,Tetragraptus sp.,1
Bathmoceras australe,Araneograptus murrayi,1
Bathmoceras australe,Dictyonema sp.,1
Bathmoceras australe,Tuboid,1
Bathmoceras australe,Anisograptus cf. matanensis,1
Bathmoceras australe,Bryograptus divergens,1
Bathmoceras australe,Bryograptus kjerulfi cumbrensis,1
Bathmoceras australe,Bryograptus lapworthi,1
Bathmoceras australe,Rhabdinopora flabelliforme cf. anglica,1
Bathmoceras australe,Rhabdinopora flabelliforme flabelliforme,1
Bathmoceras australe,Rhabdinopora flabelliforme multithecatum,1
Bathmoceras australe,Rhabdinopora flabelliformis socialis,1
Bathmoceras australe,Rhabdinopora flabelliformis canadenisis,1
Bathmoceras australe,Rhabdinopora flabelliforme norvegicum,1
Bathmoceras australe,Acrograptus nicholsoni,1
Bathmoceras australe,Adelograptus sp.,1
Bathmoceras australe,Azygograptus eivionicus,1
Bathmoceras australe,Azygograptus sp.,1
Bathmoceras australe,Etagraptus putillus,1
Bathmoceras australe,Hermannograptus sp.,1
Bathmoceras australe,Isograptus caduceus arcuatus,1
Bathmoceras australe,Isograptus caduceus gracilis,1
Bathmoceras australe,Isograptus furcula,1
Bathmoceras australe,Pterograptus sp.,1
Bathmoceras australe,Schizograptus sp.,1
Bathmoceras australe,Temnograptus multiflex,1
Bathmoceras australe,Temnograptus cf. noveboracensis,1
Bathmoceras australe,Temnograptus ramulus,1
Bathmoceras australe,Adelograptus tenellus,1
Bathmoceras australe,Choristograptus louai,1
Bathmoceras australe,Ancoragraptus bulmani,1
Bathmoceras australe,?Cymatograptus protobalticus,1
Bathmoceras australe,?Baltograptus jacksoni,1
Bathmoceras australe,Baltograptus minutus,1
Bathmoceras australe,Baltograptus deflexus,1
Bathmoceras australe,?Baltograptus kurcki,1
Bathmoceras australe,Expansograptus sp.,1
Bathmoceras australe,Webbyites felix,1
Bathmoceras australe,Rhabdopleura-like epibiont,1
Bathmoceras australe,Elegantilites sp.,1
Bathmoceras australe,Gamalites? sp.,1
Bathmoceras australe,Gompholites sp.,1
Bathmoceras australe,Nephrotheca sp.,1
Bathmoceras australe,Hyolithes sp.,1
Bathmoceras australe,Pauxillites thaddei,1
Bathmoceras australe,Pauxillites sp.,1
Bathmoceras australe,Drepanoistodus? cf. pervetus,1
Bathmoceras australe,Drepanoistodus cf. forceps,1
Bathmoceras australe,Acodus deltatus,1
Bathmoceras australe,Cornuodus longibasis,1
Bathmoceras australe,Drepanodus arcuatus,1
Bathmoceras australe,Paltodus cf. inaequalis,1
Bathmoceras australe,Parapaltodus aff. flexuosus,1
Bathmoceras australe,Parapaltodus aff. simplicissimus,1
Bathmoceras australe,Paroistodus cf. proteus,1
Bathmoceras australe,Paroistodus cf. parallellus,1
Bathmoceras australe,Periodon cf. selenopsis,1
Bathmoceras australe,Periodon cf. primus,1
Bathmoceras australe,Prioniodus sp.,1
Bathmoceras australe,Prioniodus cf. gilberti,1
Bathmoceras australe,Protopanderodus cf. leonardii,1
Bathmoceras australe,Scalpellodus aff. gracilis,1
Bathmoceras australe,Scolopodus aff. krummi,1
Bathmoceras australe,Semiacontiodus sp.,1
Bathmoceras australe,Semiacontiodus cf. cornuformis,1
Bathmoceras australe,Stolodus cf. stola,1
Bathmoceras australe,Tripodus sp.,1
Bathmoceras australe,Tripodus aff. Laevis,1
Bathmoceras australe,Tropodus sp.,1
Bathmoceras australe,Tropodus cf. sweeti,1
Bathmoceras taichoutense,Ranorthis fasciata,2
Bathmoceras taichoutense,undet. Athyridida,2
Bathmoceras taichoutense,Acrothele sp.,2
Bathmoceras taichoutense,Plectorthis simplex,2
Bathmoceras taichoutense,Angusticardinia sp.,2
Bathmoceras taichoutense,Lingula salteri,2
Bathmoceras taichoutense,Orbithele vana,2
Bathmoceras taichoutense,Paurorthis tadristensis,2
Bathmoceras taichoutense,Tarfaya marocana,2
Bathmoceras taichoutense,Wosekella sp.,2
Bathmoceras taichoutense,Monobolina sp.,2
Bathmoceras taichoutense,Elliptoglossa sp.,2
Bathmoceras taichoutense,Celdobolus sp.,2
Bathmoceras taichoutense,Discinoidea?,2
Bathmoceras taichoutense,undet. Dalmanelloidea,2
Bathmoceras taichoutense,Ctenodonta escosurae,2
Bathmoceras taichoutense,Praenucula sp.,1
Bathmoceras taichoutense,Redonia michelae,2
Bathmoceras taichoutense,Coxiconchia guiraudi,2
Bathmoceras taichoutense,Alococoncha?,1
Bathmoceras taichoutense,Cardiolaria? sp.,2
Bathmoceras taichoutense,Cienagomya? sp.,2
Bathmoceras taichoutense,Ekaterodonta courtessolei,2
Bathmoceras taichoutense,Glyptarca sp.,2
Bathmoceras taichoutense,Pelecyogyra fezouataensis,2
Bathmoceras taichoutense,Sinuites sp.,2
Bathmoceras taichoutense,Lesueurilla prima,2
Bathmoceras taichoutense,undet. Platyceratoidea,1
Bathmoceras taichoutense,Thoralispira? cf. occitana,1
Bathmoceras taichoutense,Carcassonnella courtessolei,1
Bathmoceras taichoutense,Carcassonnella vizcainoi,1
Bathmoceras taichoutense,Carcassonnella sp.,1
Bathmoceras taichoutense,Enosiaspis hrungnir,1
Bathmoceras taichoutense, 'Synziphosurine'/Synziphosurina?,1
Bathmoceras taichoutense,Possible pycnogonid,1
Bathmoceras taichoutense,Tariccoia tazagurtensis,1
Bathmoceras taichoutense,Ostracod,1
Bathmoceras taichoutense,Lepadomorph barnacle,1
Bathmoceras taichoutense,undet. Dikelocephalidae,1
Bathmoceras taichoutense,undet. Illaenacea,1
Bathmoceras taichoutense,Orometopus sp.,1
Bathmoceras taichoutense,Agerina quadrata,1
Bathmoceras taichoutense,Geragnostus aff. occitanus,1
Bathmoceras taichoutense,Geragnostus sp.,1
Bathmoceras taichoutense,Ampyx priscus,1
Bathmoceras taichoutense,Ampyx cf. priscus,1
Bathmoceras taichoutense,Proetidae?,1
Bathmoceras taichoutense,undet. Trinucleidae,1
Bathmoceras taichoutense,Nileus deynouxi,1
Bathmoceras taichoutense,Hospes sp.,1
Bathmoceras taichoutense,Ogygiocaris sp.,1
Bathmoceras taichoutense,Palaeosphaeronites sp.,1
Bathmoceras taichoutense,Palaeosphaeronites? prokopi,1
Bathmoceras taichoutense,Aristocystites cf. bohemicus (sinuous?),1
Bathmoceras taichoutense,Aristocystites sp.,1
Bathmoceras taichoutense,Ascocystites? sp.,1
Bathmoceras taichoutense,Balantiocystis regnelli,1
Bathmoceras taichoutense,Balantiocystis sp.,1
Bathmoceras taichoutense,Rhopalocystis sp.,1
Bathmoceras taichoutense,Rhopalocystis dehirensis,1
Bathmoceras taichoutense,Rhopalocystis destombesi,1
Bathmoceras taichoutense,Rhopalocystis fraga,1
Bathmoceras taichoutense,Rhopalocystis grandis,1
Bathmoceras taichoutense,Rhopalocystis havliceki,1
Bathmoceras taichoutense,Rhopalocystis lehmani,1
Bathmoceras taichoutense,Rhopalocystis zagoraensis,1
Bathmoceras taichoutense,Rhopalocystis sp. A,1
Bathmoceras taichoutense,Rhopalocystis sp. B,1
Bathmoceras taichoutense,Rhopalocystis sp. C,1
Bathmoceras taichoutense,cf. Rhopalocystis,1
Bathmoceras taichoutense,Lingulocystis aff. deani,1
Bathmoceras taichoutense,Lingulocystis elongata,1
Bathmoceras taichoutense,cf. Pareocrinus,1
Bathmoceras taichoutense,Eocrinoidea indet. sp. 1,1
Bathmoceras taichoutense,Eocrinoidea indet. sp. 2,1
Bathmoceras taichoutense,Eocrinoidea indet.,1
Bathmoceras taichoutense,Ramseyocrinus sp.,1
Bathmoceras taichoutense,Crinoid 2,1
Bathmoceras taichoutense,Aethocrinus cf. moorei,1
Bathmoceras taichoutense,Iocrinus n. sp.,1
Bathmoceras taichoutense,Cystoidea?/undet. Cystoidea,1
Bathmoceras taichoutense,Argodiscus espilezorum,1
Bathmoceras taichoutense,Anedriophus moroccoensis,1
Bathmoceras taichoutense,Rhenopyrgid indet.,1
Bathmoceras taichoutense,Ampelocarpus sp.,1
Bathmoceras taichoutense,Amygdalotheca griffei,1
Bathmoceras taichoutense,Anatifopsis escandei,1
Bathmoceras taichoutense,Anatifopsis trapeziiformis,1
Bathmoceras taichoutense,Anatifopsis sp.,1
Bathmoceras taichoutense,"Anomalocystid n. gen., n. sp. ",1
Bathmoceras taichoutense,Aspidocarpus sp.,1
Bathmoceras taichoutense,Arauricystis? sp.,1
Bathmoceras taichoutense,Balanocystites primus,1
Bathmoceras taichoutense,Bohemiaecystis,1
Bathmoceras taichoutense,Chauvelicystis ubaghsi,1
Bathmoceras taichoutense,Chauvelicystis spinosa,1
Bathmoceras taichoutense,Chauvelicystis vizcainoi,1
Bathmoceras taichoutense,Chauvelicystis sp.,1
Bathmoceras taichoutense,"Chauvelicystid n. gen., n. sp. 1",1
Bathmoceras taichoutense,"Chauvelicystid n. gen., n. sp. 2",1
Bathmoceras taichoutense,Chinianocarpos sp.,1
Bathmoceras taichoutense,"Cornuta n. gen. 1, n. sp.",1
Bathmoceras taichoutense,"Cornuta n. gen. 2, n. sp.",1
Bathmoceras taichoutense,Flabellicarpus rushtoni,1
Bathmoceras taichoutense,Flabellicarpus?,1
Bathmoceras taichoutense,Galliaecystis n. sp.,1
Bathmoceras taichoutense,Galliaecystis ubaghsi,1
Bathmoceras taichoutense,Hanusia n. sp.,1
Bathmoceras taichoutense,Lagynocystis pyramidalis,1
Bathmoceras taichoutense,Kirkocystidae?,1
Bathmoceras taichoutense,Lyricocarpus courtessolei,1
Bathmoceras taichoutense,Milonicystis sp.,1
Bathmoceras taichoutense,Mitrocystitid indet. cf. Ovocarpus,1
Bathmoceras taichoutense,Nanocarpus cf. dolambii,1
Bathmoceras taichoutense,Phyllocystis blayaci,1
Bathmoceras taichoutense,Phyllocystis sp.,1
Bathmoceras taichoutense,Procothurnocystis n. sp.,1
Bathmoceras taichoutense,Prokopicystis sp.,1
Bathmoceras taichoutense,Thoralicystis zagoraensis,1
Bathmoceras taichoutense,Thoralicystis n. sp.,1
Bathmoceras taichoutense,Vizcainocarpus sp.,1
Bathmoceras taichoutense,Cothurnocystid indetl.,1
Bathmoceras taichoutense,Hanusiid indet.,1
Bathmoceras taichoutense,Peltocystis cornuta,1
Bathmoceras taichoutense,Scotiaevystis? sp.,1
Bathmoceras taichoutense,Macrocystella sp.,1
Bathmoceras taichoutense,Macrocystella bohemica,1
Bathmoceras taichoutense,Macrocystella cf. mariae,1
Bathmoceras taichoutense,Macrocystella tasseftensis,1
Bathmoceras taichoutense,undet. Ophiuroidea,1
Bathmoceras taichoutense,Clonograptus rigidus,1
Bathmoceras taichoutense,Clonograptus flexibilis,1
Bathmoceras taichoutense,Clonograptus flexilis,1
Bathmoceras taichoutense,Clonograptus persistens,1
Bathmoceras taichoutense,Clonograptus multiplex,1
Bathmoceras taichoutense,Didymograptus cf. arcuatus,1
Bathmoceras taichoutense,Didymograptus deflexus,1
Bathmoceras taichoutense,Didymograptus extensus,1
Bathmoceras taichoutense,Didymograptus v-fractus,1
Bathmoceras taichoutense,Didymograptus intendus,1
Bathmoceras taichoutense,Didymograptus pennatulus,1
Bathmoceras taichoutense,Didymograptus nanus,1
Bathmoceras taichoutense,Didymograptus nitidus,1
Bathmoceras taichoutense,Didymograptus patulus,1
Bathmoceras taichoutense,Didymograptus sparsus,1
Bathmoceras taichoutense,"""Didymograptus sp. 1""",1
Bathmoceras taichoutense,Didymograptus sp.,1
Bathmoceras taichoutense,Didymograptid indet.,1
Bathmoceras taichoutense,Dichograptidae?,1
Bathmoceras taichoutense,Hunnegraptus copiosus,1
Bathmoceras taichoutense, 'Kiaerograptus' supremus,1
Bathmoceras taichoutense,Koremagraptus sp.,1
Bathmoceras taichoutense,Paradelograptus norvegicus,1
Bathmoceras taichoutense,Paradelograptus tenuis,1
Bathmoceras taichoutense,Paratemnograptus magnificus,1
Bathmoceras taichoutense,Tetragraptus cf. approximatus,1
Bathmoceras taichoutense,Tetragraptus quadribrachiatus,1
Bathmoceras taichoutense,Tetragraptus reclinatus,1
Bathmoceras taichoutense,Tetragraptus serra,1
Bathmoceras taichoutense,Tetragraptus tornquisti,1
Bathmoceras taichoutense, 'Tetragraptus' bulmani,1
Bathmoceras taichoutense,Tetragraptus sp.,1
Bathmoceras taichoutense,Araneograptus murrayi,1
Bathmoceras taichoutense,Dictyonema sp.,1
Bathmoceras taichoutense,Tuboid,1
Bathmoceras taichoutense,Anisograptus cf. matanensis,1
Bathmoceras taichoutense,Bryograptus divergens,1
Bathmoceras taichoutense,Bryograptus kjerulfi cumbrensis,1
Bathmoceras taichoutense,Bryograptus lapworthi,1
Bathmoceras taichoutense,Rhabdinopora flabelliforme cf. anglica,1
Bathmoceras taichoutense,Rhabdinopora flabelliforme flabelliforme,1
Bathmoceras taichoutense,Rhabdinopora flabelliforme multithecatum,1
Bathmoceras taichoutense,Rhabdinopora flabelliformis socialis,1
Bathmoceras taichoutense,Rhabdinopora flabelliformis canadenisis,1
Bathmoceras taichoutense,Rhabdinopora flabelliforme norvegicum,1
Bathmoceras taichoutense,Acrograptus nicholsoni,1
Bathmoceras taichoutense,Adelograptus sp.,1
Bathmoceras taichoutense,Azygograptus eivionicus,1
Bathmoceras taichoutense,Azygograptus sp.,1
Bathmoceras taichoutense,Etagraptus putillus,1
Bathmoceras taichoutense,Hermannograptus sp.,1
Bathmoceras taichoutense,Isograptus caduceus arcuatus,1
Bathmoceras taichoutense,Isograptus caduceus gracilis,1
Bathmoceras taichoutense,Isograptus furcula,1
Bathmoceras taichoutense,Pterograptus sp.,1
Bathmoceras taichoutense,Schizograptus sp.,1
Bathmoceras taichoutense,Temnograptus multiflex,1
Bathmoceras taichoutense,Temnograptus cf. noveboracensis,1
Bathmoceras taichoutense,Temnograptus ramulus,1
Bathmoceras taichoutense,Adelograptus tenellus,1
Bathmoceras taichoutense,Choristograptus louai,1
Bathmoceras taichoutense,Ancoragraptus bulmani,1
Bathmoceras taichoutense,?Cymatograptus protobalticus,1
Bathmoceras taichoutense,?Baltograptus jacksoni,1
Bathmoceras taichoutense,Baltograptus minutus,1
Bathmoceras taichoutense,Baltograptus deflexus,1
Bathmoceras taichoutense,?Baltograptus kurcki,1
Bathmoceras taichoutense,Expansograptus sp.,1
Bathmoceras taichoutense,Webbyites felix,1
Bathmoceras taichoutense,Rhabdopleura-like epibiont,1
Bathmoceras taichoutense,Elegantilites sp.,1
Bathmoceras taichoutense,Gamalites? sp.,1
Bathmoceras taichoutense,Gompholites sp.,1
Bathmoceras taichoutense,Nephrotheca sp.,1
Bathmoceras taichoutense,Hyolithes sp.,1
Bathmoceras taichoutense,Pauxillites thaddei,1
Bathmoceras taichoutense,Pauxillites sp.,1
Bathmoceras taichoutense,Drepanoistodus? cf. pervetus,1
Bathmoceras taichoutense,Drepanoistodus cf. forceps,1
Bathmoceras taichoutense,Acodus deltatus,1
Bathmoceras taichoutense,Cornuodus longibasis,1
Bathmoceras taichoutense,Drepanodus arcuatus,1
Bathmoceras taichoutense,Paltodus cf. inaequalis,1
Bathmoceras taichoutense,Parapaltodus aff. flexuosus,1
Bathmoceras taichoutense,Parapaltodus aff. simplicissimus,1
Bathmoceras taichoutense,Paroistodus cf. proteus,1
Bathmoceras taichoutense,Paroistodus cf. parallellus,1
Bathmoceras taichoutense,Periodon cf. selenopsis,1
Bathmoceras taichoutense,Periodon cf. primus,1
Bathmoceras taichoutense,Prioniodus sp.,1
Bathmoceras taichoutense,Prioniodus cf. gilberti,1
Bathmoceras taichoutense,Protopanderodus cf. leonardii,1
Bathmoceras taichoutense,Scalpellodus aff. gracilis,1
Bathmoceras taichoutense,Scolopodus aff. krummi,1
Bathmoceras taichoutense,Semiacontiodus sp.,1
Bathmoceras taichoutense,Semiacontiodus cf. cornuformis,1
Bathmoceras taichoutense,Stolodus cf. stola,1
Bathmoceras taichoutense,Tripodus sp.,1
Bathmoceras taichoutense,Tripodus aff. Laevis,1
Bathmoceras taichoutense,Tropodus sp.,1
Bathmoceras taichoutense,Tropodus cf. sweeti,1
Rioceras sp.,Ranorthis fasciata,2
Rioceras sp.,undet. Athyridida,2
Rioceras sp.,Acrothele sp.,2
Rioceras sp.,Plectorthis simplex,2
Rioceras sp.,Angusticardinia sp.,2
Rioceras sp.,Lingula salteri,2
Rioceras sp.,Orbithele vana,2
Rioceras sp.,Paurorthis tadristensis,2
Rioceras sp.,Tarfaya marocana,2
Rioceras sp.,Wosekella sp.,2
Rioceras sp.,Monobolina sp.,2
Rioceras sp.,Elliptoglossa sp.,2
Rioceras sp.,Celdobolus sp.,2
Rioceras sp.,Discinoidea?,2
Rioceras sp.,undet. Dalmanelloidea,2
Rioceras sp.,Babinka prima,2
Rioceras sp.,Ctenodonta escosurae,2
Rioceras sp.,Praenucula sp.,2
Rioceras sp.,Redonia michelae,2
Rioceras sp.,Coxiconchia guiraudi,2
Rioceras sp.,Alococoncha?,1
Rioceras sp.,Cardiolaria? sp.,2
Rioceras sp.,Cienagomya? sp.,2
Rioceras sp.,Ekaterodonta courtessolei,2
Rioceras sp.,Glyptarca sp.,2
Rioceras sp.,Pelecyogyra fezouataensis,2
Rioceras sp.,Sinuites sp.,2
Rioceras sp.,Lesueurilla prima,2
Rioceras sp.,undet. Platyceratoidea,2
Rioceras sp.,Thoralispira laevis,1
Rioceras sp.,Thoralispira? cf. occitana,1
Rioceras sp.,Carcassonnella courtessolei,1
Rioceras sp.,Carcassonnella vizcainoi,1
Rioceras sp.,Carcassonnella sp.,1
Rioceras sp.,Ribeiria sp.,1
Rioceras sp.,Bactroceras sp.,1
Rioceras sp.,Bathmoceras taichoutense,1
Rioceras sp.,Destombesiceras zagorense,1
Rioceras sp.,Polymeres sp.,1
Rioceras sp.,Protocyptendoceras longicameratum,1
Rioceras sp.,Furca sp. 1,1
Rioceras sp.,Furca sp. 2,1
Rioceras sp.,Furca sp. 3,1
Rioceras sp.,Enosiaspis hrungnir,1
Rioceras sp.,Leanchoilia sp.,1
Rioceras sp.,Possible waptiid,1
Rioceras sp., 'Synziphosurine'/Synziphosurina?,1
Rioceras sp.,Chasmataspidid,1
Rioceras sp.,Possible pycnogonid,1
Rioceras sp.,Possible helmetiid,1
Rioceras sp.,Possible retifaciid,1
Rioceras sp.,Tariccoia tazagurtensis,1
Rioceras sp.,Chlupacaris? sp.,1
Rioceras sp.,Cheloniellid,1
Rioceras sp.,Phyllocarid,1
Rioceras sp.,Ostracod,1
Rioceras sp.,Lepadomorph barnacle,1
Rioceras sp.,Asaphellus sp aff. jujuanus,1
Rioceras sp.,Kierarges morrisoni,1
Rioceras sp.,Symphysurus sicardi,1
Rioceras sp.,Symphysurus ebbestadi,1
Rioceras sp.,Apatokephalus cf. incisus,1
Rioceras sp.,undet. Dikelocephalidae,1
Rioceras sp.,undet. Illaenacea,1
Rioceras sp.,Orometopus sp.,1
Rioceras sp.,Cnemidopyge sp.,1
Rioceras sp.,Parvilichas marochii,1
Rioceras sp.,Selenopeltis aff. Gallica,1
Rioceras sp.,Selenopeltis binodosa,1
Rioceras sp.,Selenopeltis sp. 1,1
Rioceras sp.,Selenopeltis sp. 2,1
Rioceras sp.,Foulonia peregrina,1
Rioceras sp.,Foulonia sp.,1
Rioceras sp.,Toletanaspis aff. borni,1
Rioceras sp.,undet. Dalmanitacea,1
Rioceras sp.,Bathycheilus gallicus,1
Rioceras sp.,Bavarilla aff. zemmourensis,1
Rioceras sp.,Bavarilla zemmourensis,1
Rioceras sp.,Bavarilla sp.,1
Rioceras sp.,Colpocoryphe thorali,1
Rioceras sp.,Colpocoryphe pradesensis,1
Rioceras sp.,Pharostoma sp.,1
Rioceras sp.,Pharostomina sp. ,1
Rioceras sp.,Agerina quadrata,1
Rioceras sp.,Euloma sp.,1
Rioceras sp.,Geragnostus aff. occitanus,1
Rioceras sp.,Geragnostus sp.,1
Rioceras sp.,Beltella sp.,1
Rioceras sp.,Ampyx priscus,1
Rioceras sp.,Ampyx cf. priscus,1
Rioceras sp.,Ceraurinella? sp.,1
Rioceras sp.,Megalaspidella sp.,1
Rioceras sp.,Platycoryphe sp.,1
