CONSUMER;RESOURCE
Polygrammoceras sp.;Pterospathodus sp.
Polygrammoceras sp.;Walliserodus curvatus
Polygrammoceras sp.;Dapsilodus obliquicostatus
Polygrammoceras sp.;Panderodus sp.
Polygrammoceras sp.;Oulodus sp.
Polygrammoceras sp.;Ozarkodina sp.
Polygrammoceras sp.;Decoriconus sp.
Polygrammoceras sp.;Pseudooneotodus beckmanni
Donacoceras bellense;Failleana wangi
Donacoceras bellense;Arctinurus sp.
Donacoceras bellense;Dalaspis sp.
Donacoceras bellense;Exallaspis sp.
Donacoceras bellense;Kettneraspis sp.
Donacoceras bellense;Stelckaspis sp.
Donacoceras bellense;Acernaspis sp.
Donacoceras bellense;Dalmanites caudatus jupiterensis
Donacoceras bellense;Bessazoon gibbae
Donacoceras bellense;Daytonia jollieti
Donacoceras bellense;Calymene sp.
Donacoceras bellense;Diacalymene sp.
Donacoceras bellense;Hadromeros sp.
Donacoceras bellense;Radiurus adraini
Donacoceras bellense;Distyrax maccormicki
Donacoceras bellense;Encrinurus sp.
Donacoceras bellense;Nucleurus anticostiensis
Donacoceras bellense;Decoroproetus sp.
Donacoceras bellense;Warburgella pratti
Donacoceras bellense;Harpidella sp.
Donacoceras bellense;Maurotarion richardsoni
Donacoceras bellense;Aulacognathus bullatus
Donacoceras bellense;Distomodus sp.
Donacoceras bellense;Icriodella sp.
Donacoceras bellense;Pterospathodus sp.
Donacoceras bellense;Walliserodus curvatus
Donacoceras bellense;Dapsilodus obliquicostatus
Donacoceras bellense;Panderodus sp.
Donacoceras bellense;Oulodus sp.
Donacoceras bellense;Ozarkodina sp.
Donacoceras bellense;Decoriconus sp.
Donacoceras bellense;Pseudooneotodus beckmanni
Orthocycloceras sp.;Failleana wangi
Orthocycloceras sp.;Arctinurus sp.
Orthocycloceras sp.;Dalaspis sp.
Orthocycloceras sp.;Exallaspis sp.
Orthocycloceras sp.;Kettneraspis sp.
Orthocycloceras sp.;Stelckaspis sp.
Orthocycloceras sp.;Acernaspis sp.
Orthocycloceras sp.;Dalmanites caudatus jupiterensis
Orthocycloceras sp.;Bessazoon gibbae
Orthocycloceras sp.;Daytonia jollieti
Orthocycloceras sp.;Calymene sp.
Orthocycloceras sp.;Diacalymene sp.
Orthocycloceras sp.;Hadromeros sp.
Orthocycloceras sp.;Radiurus adraini
Orthocycloceras sp.;Distyrax maccormicki
Orthocycloceras sp.;Encrinurus sp.
Orthocycloceras sp.;Nucleurus anticostiensis
Orthocycloceras sp.;Decoroproetus sp.
Orthocycloceras sp.;Warburgella pratti
Orthocycloceras sp.;Harpidella sp.
Orthocycloceras sp.;Maurotarion richardsoni
Orthocycloceras sp.;Aulacognathus bullatus
Orthocycloceras sp.;Distomodus sp.
Orthocycloceras sp.;Icriodella sp.
Orthocycloceras sp.;Pterospathodus sp.
Orthocycloceras sp.;Walliserodus curvatus
Orthocycloceras sp.;Dapsilodus obliquicostatus
Orthocycloceras sp.;Panderodus sp.
Orthocycloceras sp.;Oulodus sp.
Orthocycloceras sp.;Ozarkodina sp.
Orthocycloceras sp.;Decoriconus sp.
Orthocycloceras sp.;Pseudooneotodus beckmanni
Amphicyrtoceras sp.;Failleana wangi
Amphicyrtoceras sp.;Arctinurus sp.
Amphicyrtoceras sp.;Dalaspis sp.
Amphicyrtoceras sp.;Exallaspis sp.
Amphicyrtoceras sp.;Kettneraspis sp.
Amphicyrtoceras sp.;Stelckaspis sp.
Amphicyrtoceras sp.;Acernaspis sp.
Amphicyrtoceras sp.;Dalmanites caudatus jupiterensis
Amphicyrtoceras sp.;Bessazoon gibbae
Amphicyrtoceras sp.;Daytonia jollieti
Amphicyrtoceras sp.;Calymene sp.
Amphicyrtoceras sp.;Diacalymene sp.
Amphicyrtoceras sp.;Hadromeros sp.
Amphicyrtoceras sp.;Radiurus adraini
Amphicyrtoceras sp.;Distyrax maccormicki
Amphicyrtoceras sp.;Encrinurus sp.
Amphicyrtoceras sp.;Nucleurus anticostiensis
Amphicyrtoceras sp.;Decoroproetus sp.
Amphicyrtoceras sp.;Warburgella pratti
Amphicyrtoceras sp.;Harpidella sp.
Amphicyrtoceras sp.;Maurotarion richardsoni
Amphicyrtoceras sp.;Aulacognathus bullatus
Amphicyrtoceras sp.;Distomodus sp.
Amphicyrtoceras sp.;Icriodella sp.
Amphicyrtoceras sp.;Pterospathodus sp.
Amphicyrtoceras sp.;Walliserodus curvatus
Amphicyrtoceras sp.;Dapsilodus obliquicostatus
Amphicyrtoceras sp.;Panderodus sp.
Amphicyrtoceras sp.;Oulodus sp.
Amphicyrtoceras sp.;Ozarkodina sp.
Amphicyrtoceras sp.;Decoriconus sp.
Amphicyrtoceras sp.;Pseudooneotodus beckmanni
Eotrimeroceras jupiterense;Failleana wangi
Eotrimeroceras jupiterense;Arctinurus sp.
Eotrimeroceras jupiterense;Dalaspis sp.
Eotrimeroceras jupiterense;Exallaspis sp.
Eotrimeroceras jupiterense;Kettneraspis sp.
Eotrimeroceras jupiterense;Stelckaspis sp.
Eotrimeroceras jupiterense;Acernaspis sp.
Eotrimeroceras jupiterense;Dalmanites caudatus jupiterensis
Eotrimeroceras jupiterense;Bessazoon gibbae
Eotrimeroceras jupiterense;Daytonia jollieti
Eotrimeroceras jupiterense;Calymene sp.
Eotrimeroceras jupiterense;Diacalymene sp.
Eotrimeroceras jupiterense;Hadromeros sp.
Eotrimeroceras jupiterense;Radiurus adraini
Eotrimeroceras jupiterense;Distyrax maccormicki
Eotrimeroceras jupiterense;Encrinurus sp.
Eotrimeroceras jupiterense;Nucleurus anticostiensis
Eotrimeroceras jupiterense;Decoroproetus sp.
Eotrimeroceras jupiterense;Warburgella pratti
Eotrimeroceras jupiterense;Harpidella sp.
Eotrimeroceras jupiterense;Maurotarion richardsoni
Eotrimeroceras jupiterense;Aulacognathus bullatus
Eotrimeroceras jupiterense;Distomodus sp.
Eotrimeroceras jupiterense;Icriodella sp.
Eotrimeroceras jupiterense;Pterospathodus sp.
Eotrimeroceras jupiterense;Walliserodus curvatus
Eotrimeroceras jupiterense;Dapsilodus obliquicostatus
Eotrimeroceras jupiterense;Panderodus sp.
Eotrimeroceras jupiterense;Oulodus sp.
Eotrimeroceras jupiterense;Ozarkodina sp.
Eotrimeroceras jupiterense;Decoriconus sp.
Eotrimeroceras jupiterense;Pseudooneotodus beckmanni
Eridites barnesi;Failleana wangi
Eridites barnesi;Arctinurus sp.
Eridites barnesi;Dalaspis sp.
Eridites barnesi;Exallaspis sp.
Eridites barnesi;Kettneraspis sp.
Eridites barnesi;Stelckaspis sp.
Eridites barnesi;Acernaspis sp.
Eridites barnesi;Dalmanites caudatus jupiterensis
Eridites barnesi;Bessazoon gibbae
Eridites barnesi;Daytonia jollieti
Eridites barnesi;Calymene sp.
Eridites barnesi;Diacalymene sp.
Eridites barnesi;Hadromeros sp.
Eridites barnesi;Radiurus adraini
Eridites barnesi;Distyrax maccormicki
Eridites barnesi;Encrinurus sp.
Eridites barnesi;Nucleurus anticostiensis
Eridites barnesi;Decoroproetus sp.
Eridites barnesi;Warburgella pratti
Eridites barnesi;Harpidella sp.
Eridites barnesi;Maurotarion richardsoni
Eridites barnesi;Aulacognathus bullatus
Eridites barnesi;Distomodus sp.
Eridites barnesi;Icriodella sp.
Eridites barnesi;Pterospathodus sp.
Eridites barnesi;Walliserodus curvatus
Eridites barnesi;Dapsilodus obliquicostatus
Eridites barnesi;Panderodus sp.
Eridites barnesi;Oulodus sp.
Eridites barnesi;Ozarkodina sp.
Eridites barnesi;Decoriconus sp.
Eridites barnesi;Pseudooneotodus beckmanni
Elrodooceras blakei;Modiolopsis miser
Elrodooceras blakei;Mytilarca nitida
Elrodooceras blakei;Pterinea sp.
Elrodooceras blakei;Ctenodonta sp.
Elrodooceras blakei;Conocardium elegantulum
Armenoceras sp.;Modiolopsis miser
Armenoceras sp.;Mytilarca nitida
Armenoceras sp.;Pterinea sp.
Armenoceras sp.;Ctenodonta sp.
Armenoceras sp.;Conocardium elegantulum
Huroniella timiskamingensis;Modiolopsis miser
Huroniella timiskamingensis;Mytilarca nitida
Huroniella timiskamingensis;Pterinea sp.
Huroniella timiskamingensis;Ctenodonta sp.
Huroniella timiskamingensis;Conocardium elegantulum
Discosorus sp.;zooplankton
Mandaloceras sp.;zooplankton
Umbeloceras sp.;zooplankton
Phragmoceras sp.;zooplankton
Elrodooceras blakei;Coolinia sp.
Elrodooceras blakei;Brachyprion sp.
Elrodooceras blakei;Hyattidina junia
Elrodooceras blakei;Eomegastrophia philomena
Elrodooceras blakei;Clorinda tumidula
Elrodooceras blakei;Gotatrypa sp.
Elrodooceras blakei;Strophoprion geniculatum
Elrodooceras blakei;Leptaena sp.
Elrodooceras blakei;Katastrophomena radiireticulata
Elrodooceras blakei;Visbyella concavoconvexa
Elrodooceras blakei;Heterorthina cybele
Elrodooceras blakei;Glyptorthis marilara
Elrodooceras blakei;Jupiterella eumorpha
Elrodooceras blakei;Dalejina junonis
Elrodooceras blakei;Dicoelosia dauphinensis
Elrodooceras blakei;Ehlersella davidsonii
Elrodooceras blakei;Microcardinalia divaricata
Elrodooceras blakei;Zygatrypa mica
Elrodooceras blakei;Lissatrypa atheroidea
Elrodooceras blakei;Levenea sp.
Elrodooceras blakei;Parastrophinella sp.
Elrodooceras blakei;Pentamerus sp.
Elrodooceras blakei;Costistricklandia sp.
Elrodooceras blakei;Stricklandia sp.
Elrodooceras blakei;Linguopugnoides cybelense
Elrodooceras blakei;Phoenicitoechia martinensis
Elrodooceras blakei;Eocoelia sp.
Elrodooceras blakei;Stegerhynchus sp.
Elrodooceras blakei;Ancillotoechia eva
Elrodooceras blakei;Hercotrema bulbicostatum
Elrodooceras blakei;Leptolepyron argenteum
Eridites barnesi;Cyclonema sp.
Eridites barnesi;Holopea sp.
Eridites barnesi;Hormotoma sp.
Eridites barnesi;Phanerotrema communis
Eridites barnesi;Salpingostoma sp.
Eridites barnesi;Spirorapha sp.
Elrodooceras blakei;Cyclonema sp.
Elrodooceras blakei;Holopea sp.
Elrodooceras blakei;Hormotoma sp.
Elrodooceras blakei;Phanerotrema communis
Elrodooceras blakei;Salpingostoma sp.
Elrodooceras blakei;Spirorapha sp.
Eridites barnesi;Aetocrinus gracilis
Eridites barnesi;Chenocrinus canadaensis
Eridites barnesi;Eomyelodactylus sp.
Eridites barnesi;Fragucrinus bothros
Eridites barnesi;Hormocrinus quebecensis
Eridites barnesi;Kastorcrinus chattertoni
Eridites barnesi;Ladacrinus asynaptos
Eridites barnesi;Plicodendrocrinus sp.
Eridites barnesi;Protaxocrinus sp.
Eridites barnesi;Thalamocrinus daoustae
Elrodooceras blakei;Discosorus sp.
Eridites barnesi;Discosorus sp.















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































